"word_id","ref_id","setting_id","translate"
24369,3,2,"em voz alta"
45184,3,2,"sempre que, quando"
37222,3,2,"sincero, honesto, franco"
18716,3,1,"intestino, garra (intuição)"
13429,3,2,"cair, derrubar, desabar"
474561,3,1,"aparecer nos painéis"
19329,3,1,"Pulso, batimento cardíaco"
474562,3,1,"área de especialização"
177259,3,1,"bolo de queijo"
16600,3,2,"tolo, estúpido, imbecil"
2620,3,2,"quase, por pouco"
36706,3,1,"em forma de"
33488,3,2,"pronto, preparado, disposto"
106165,3,1,"Sem fins lucrativos"
1696012,3,2,"inteligencia, bom senso"
31017,3,3,"abundancia, muito, fartura"
1042428,3,1,"realizar uma eleição"
328464,3,1,"abster-se de"
474546,3,1,"tempo no ar"
475238,3,1,"escrever em papéis"
475708,3,1,"potencial da célula"
474987,3,1,"página de opiniões"
43412,3,1,"Sem razão, irracional"
23863,3,2,"erguer, elevar, suspender"
14075,3,3,"em qualquer lugar"
36989,3,2,"mostrar, expor, apresentar"
475712,3,1,"momento de dipolo"
9799,3,2,"essência, coração, centro"
33945,3,2,"arrepender, lamentar, lastimar"
12476,3,3,"discutir (talk over)"
52008,3,1,"ações / atos"
11083,3,2,"tratar, acordo, lidar"
203744,3,1,"estar a par"
1042420,3,1,"abolir uma lei"
474722,3,1,"estabelecer um jornal"
42579,3,3,"datilografar, digitar, datilografia"
474659,3,1,"cobrir uma história"
5904118,3,1,"Você é solteiro?"
105562,3,2,"preciso, tem que"
13217,3,1,"centro da cidade"
41380,3,2,"cansado, fadigado, entediado"
128210,3,1,"banca de jornais"
21748,3,3,"ao invés de"
42443,3,1,"dirigir-se a"
50972,3,3,"QUER, DESEJA, PRETENDE"
55099,3,1,"fim de semana"
481001,3,1,"relações de vizinhança"
56862,3,2,"vale a pena"
38989,3,1,"duro, tenso, rígido"
17889,3,1,"olhar de relance"
39731,3,1,"pôr do sol"
282821,3,1,"Onde nos encontramos?"
6080,3,1,"café-da-manhã"
481009,3,1,"política de confronto"
18719,3,1,"sarjeta da imprensa"
13655,3,1,"habitar, viver, residir"
474812,3,1,"nota de cabeçalho"
474672,3,1,"filhote de repórter"
475703,3,1,"reação de adição"
1042431,3,1,"fazer uma alteração"
474587,3,1,"estar no noticiário"
474871,3,1,"colunista de famosos"
13323,3,1,"pavor, temer, recear"
826436,3,1,"Você é casado?"
475192,3,1,"tema do dia"
474948,3,1,"furo de notícia"
474994,3,1,"página de prova"
16303,3,1,"elogiar, lisonjear, bajular"
15416,3,2,"fé, crença, religião"
36846,3,3,"brilhante , brilhando"
474919,3,1,"repórter de transportes"
475020,3,1,"imprensa round-up"
43728,3,1,"andar de cima"
3302,3,2,"aproximar-se; abordagem"
974232,3,1,"estar em greve"
474689,3,1,"distorção dos fatos"
28677,3,1,"marcante, excelente, notável"
480978,3,1,"discurso do trono"
474971,3,1,"banca de jornais"
54487,3,2,"erro, defeito, atrapalhar"
1042429,3,1,"melhorar as relações"
1042426,3,1,"estabelecer relações diplomáticas"
481020,3,1,"voto de confiança"
217120,3,1,"entrar em greve"
6428,3,2,"bando, monte, cacho"
481008,3,1,"respeito aos direitos"
3853,3,1,"Auditório, Plateia, Publico"
38755,3,3,"em pé, permanecendo"
481021,3,1,"voto de protesto"
480961,3,1,"igualdade de direitos"
22805,3,2,"manteve, guardado, fica"
474620,3,1,"cessar a publicação"
1042422,3,1,"adotar uma lei"
4022,3,1,"por algum tempo"
474941,3,1,"editor de notícias"
1042434,3,1,"greve por salários"
17596,3,1,"encontro / reunião"
475053,3,1,"jornais de qualidade"
475737,3,1,"velocidade da luz"
9690580,3,1,"Você tem namorado?"
32912,3,1,"uma quarta parte"
54044,3,1,"dedo do pé"
474594,3,1,"estar no ar"
22903,3,2,"bondade, amabilidade, gentileza"
2714,3,2,"Maravilhoso, Incrivel, Surpreendente"
475728,3,1,"número de densidade"
585268,3,1,"metal terreno raro"
474633,3,1,"chegar ao ponto"
475738,3,1,"estado da matéria"
31654,3,1,"carinho de bebê"
474915,3,1,"homem da mídia"
124642,3,1,"floco de neve"
17123,3,1,"franzir a testa,"
3733,3,2,"extraviado, desviado, perdido"
474564,3,1,"diretor de arte"
14517,3,2,"ambiente, meio ambiente"
474553,3,1,"ângulo de abordagem"
52031,3,1,"pau, vara, bastão"
475723,3,1,"leis da termodinâmica"
25810,3,2,"meu , minha"
38103,3,2,"fonte, origem, procedencia"
53010,3,1,"os mais pobres"
25535,3,2,"conheci / encontrei"
22826,3,3,"chave- fundamental"
9132,3,2,"esconder, ocultar, acobertar"
79617,3,1,"ponta dos dedos"
350001,3,1,"Como você está?"
53035,3,1,"salto de sapato"
19985,3,1,"saltar, pular, saltitar"
10518,3,1,"multidão, amasso, sufocar"
19380,3,1,"excessivamente, profundamente, pesadamente"
26671,3,3,"ter a obrigação"
198638,3,1,"bagagem de mão"
11017,3,1,"luz do dia"
39862,3,2,"de fato, certamente"
10412,3,2,"atravessar, cruz, transpor"
48252,3,1,"viciado em compras"
