,bigram,freq
95509,"('common_ADJ', 'interest_NOUN')",1
63443,"('spangled_ADJ', 'banner_NOUN')",1
63461,"('single_NOUN', 'voice_NOUN')",1
63457,"('strange_ADJ', 'language_NOUN')",1
63420,"('serious_ADJ', 'conversation_NOUN')",1
63417,"('African_ADJ', 'wizard_NOUN')",1
63412,"('dubious_ADJ', 'look_NOUN')",1
63437,"('American_ADJ', 'witch_NOUN')",1
63431,"('purple_NOUN', 'fire_NOUN')",1
63425,"('white_ADJ', 'robe_NOUN')",1
63430,"('bright_ADJ', 'purple_NOUN')",1
95421,"('dry_NOUN', 'channel_NOUN')",1
95405,"('huge_ADJ', 'snake_NOUN')",1
63508,"('cover_ADJ', 'tent_NOUN')",1
63507,"('shamrock_ADJ', 'cover_ADJ')",1
63532,"('mrs_NOUN', 'Finnigan_NOUN')",1
63474,"('thick_ADJ', 'growth_NOUN')",1
63497,"('name_NOUN', '“Harry_NOUN')",1
95427,"('live_ADJ', 'torrent_NOUN')",1
63323,"('mother_ADJ', 'came_NOUN')",1
63337,"('giant_ADJ', 'slug_NOUN')",1
63332,"('wand_NOUN', 'yecchh_NOUN')",1
95448,"('country_NOUN', 'close_ADJ')",1
63282,"('fellow_NOUN', 'camper_NOUN')",1
63304,"('large_ADJ', 'pyramid_NOUN')",1
95447,"('whole_ADJ', 'country_NOUN')",1
63376,"('dewy_ADJ', 'grass_NOUN')",1
63403,"('furtive_ADJ', 'look_NOUN')",1
95440,"('great_ADJ', 'part_NOUN')",1
63358,"('little_ADJ', 'witch_NOUN')",1
63356,"('way_NOUN', 'farther_NOUN')",1
63351,"('bust_ADJ', 'slug_NOUN')",1
63345,"('still_ADJ', 'air_NOUN')",1
63370,"('high_ADJ', 'enough_NOUN')",1
63365,"('toy_ADJ', 'broomstick_NOUN')",1
62656,"('Muggle_ADJ', 'money_NOUN')",1
62668,"('little_ADJ', 'number_NOUN')",1
62647,"('short_ADJ', 'distance_NOUN')",1
62727,"('pre_ADJ', 'booking_NOUN')",1
62728,"('booking_NOUN', 'people_NOUN')",1
62689,"('correct_ADJ', 'note_NOUN')",1
62702,"('great_ADJ', 'gold_NOUN')",1
62538,"('parchment_NOUN', 'list_NOUN')",1
95666,"('deep_ADJ', 'sand_NOUN')",1
62554,"('second_ADJ', 'field_NOUN')",1
62544,"('first_ADJ', 'field_NOUN')",1
62504,"('old_ADJ', 'newspaper_NOUN')",1
62500,"('kilted_ADJ', 'wizard_NOUN')",1
95678,"('large_ADJ', 'bare_NOUN')",1
62506,"('empty_NOUN', 'drink_NOUN')",1
62595,"('dark_ADJ', 'wood_NOUN')",1
62592,"('large_ADJ', 'field_NOUN')",1
62590,"('gentle_ADJ', 'slope_NOUN')",1
62600,"('cottage_NOUN', 'door_NOUN')",1
95633,"('water_NOUN', 'twice_NOUN')",1
62608,"('several_ADJ', 'acre_NOUN')",1
62606,"('real_ADJ', 'Muggle_NOUN')",1
62566,"('moor_NOUN', 'unable_ADJ')",1
62565,"('desert_ADJ', 'moor_NOUN')",1
95658,"('wide_ADJ', 'tract_NOUN')",1
62577,"('gate_ADJ', 'swam_NOUN')",1
62582,"('ghostly_ADJ', 'shape_NOUN')",1
62575,"('cottage_NOUN', 'next_ADJ')",1
62574,"('stone_NOUN', 'cottage_NOUN')",1
62573,"('small_ADJ', 'stone_NOUN')",1
62908,"('long_ADJ', 'row_NOUN')",1
95554,"('greatest_ADJ', 'wonder_NOUN')",1
62925,"('weather_ADJ', 'vane_NOUN')",1
62900,"('best_ADJ', 'Beater_NOUN')",1
62893,"('enthusiastic_ADJ', 'head_NOUN')",1
62895,"('sport_NOUN', 'department_NOUN')",1
95562,"('ancient_ADJ', 'poem_NOUN')",1
95538,"('miserable_ADJ', 'misgoverned_ADJ')",1
62985,"('small_ADJ', 'sign_NOUN')",1
62994,"('better_ADJ', 'spot_NOUN')",1
62969,"('birdbath_NOUN', 'sundial_ADJ')",1
62952,"('live_ADJ', 'peacock_NOUN')",1
62951,"('several_ADJ', 'live_ADJ')",1
62948,"('miniature_ADJ', 'palace_NOUN')",1
62942,"('extravagant_ADJ', 'confection_NOUN')",1
95540,"('self_ADJ', 'deceive_ADJ')",1
62966,"('attach_ADJ', 'complete_ADJ')",1
95541,"('deceive_ADJ', 'creature_NOUN')",1
62965,"('garden_ADJ', 'attach_ADJ')",1
62964,"('front_ADJ', 'garden_ADJ')",1
62961,"('way_NOUN', 'beyond_NOUN')",1
62959,"('several_ADJ', 'turret_NOUN')",1
95586,"('strange_ADJ', 'madam_NOUN')",1
62801,"('memory_NOUN', 'modified_NOUN')",1
62797,"('unconcern_ADJ', 'fell_NOUN')",1
95568,"('great_ADJ', 'troubles_NOUN')",1
62828,"('purple_ADJ', 'shadow_NOUN')",1
95680,"('little_ADJ', 'window_NOUN')",1
95206,"('voice_NOUN', 'rang_NOUN')",1
64301,"('bit_NOUN', 'young_ADJ')",1
64324,"('Ireland_ADJ', 'win_NOUN')",1
64277,"('weeklong_ADJ', 'match_NOUN')",1
64274,"('eel_ADJ', 'farm_NOUN')",1
64271,"('half_ADJ', 'share_NOUN')",1
95191,"('glance_NOUN', 'behind_NOUN')",1
64120,"('short_ADJ', 'blond_NOUN')",1
95238,"('inconceivable_ADJ', 'monstrosity_NOUN')",1
64117,"('round_NOUN', 'blue_NOUN')",1
64123,"('rosy_ADJ', 'complexion_NOUN')",1
64126,"('overgrown_ADJ', 'schoolboy_NOUN')",1
64138,"('wild_ADJ', 'excitement_NOUN')",1
64084,"('enormous_ADJ', 'picture_NOUN')",1
64081,"('bright_ADJ', 'yellow_NOUN')",1
64079,"('horizontal_ADJ', 'stripe_NOUN')",1
64076,"('Quidditch_ADJ', 'robe_NOUN')",1
64073,"('flowered_ADJ', 'nightdress_NOUN')",1
64092,"('build_ADJ', 'man_NOUN')",1
64193,"('son_NOUN', 'Percy_NOUN')",1
64171,"('violet_ADJ', 'spark_NOUN')",1
64169,"('magical_ADJ', 'fire_NOUN')",1
95229,"('extraordinary_ADJ', 'ugliness_NOUN')",1
64150,"('perfect_ADJ', 'weather_NOUN')",1
64146,"('day_NOUN', 'eh_NOUN')",1
64168,"('distant_ADJ', 'evidence_NOUN')",1
95226,"('little_ADJ', 'afraid_NOUN')",1
64501,"('kettle_ADJ', 'back_NOUN')",1
64495,"('extremely_ADJ', 'nasty_NOUN')",1
64517,"('dicky_ADJ', 'bird_NOUN')",1
64469,"('stiff_NOUN', 'disapproval_NOUN')",1
64468,"('poker_NOUN', 'stiff_NOUN')",1
64566,"('devil_NOUN', 'Barty_NOUN')",1
64579,"('Wasp_NOUN', 'robe_NOUN')",1
64578,"('old_ADJ', 'Wasp_NOUN')",1
64529,"('leaky_ADJ', 'cauldron_NOUN')",1
64536,"('office_NOUN', 'sometime_NOUN')",1
64334,"('fake_ADJ', 'wand_NOUN')",1
64373,"('stunned_ADJ', 'disapproval_NOUN')",1
95157,"('bad_ADJ', 'giantess_NOUN')",1
64385,"('boom_ADJ', 'Ludo_NOUN')",1
95178,"('poor_ADJ', 'place_NOUN')",1
64337,"('showing_ADJ', 'mister_NOUN')",1
64355,"('loud_ADJ', 'squawk_NOUN')",1
64350,"('boyish_ADJ', 'face_NOUN')",1
64393,"('reckon_NOUN', 'Ireland_NOUN')",1
64428,"('name_NOUN', '“Cheer_NOUN')",1
64450,"('opposite_NOUN', 'number_NOUN')",1
64449,"('Bulgarian_ADJ', 'opposite_NOUN')",1
95155,"('little_ADJ', 'apologetic_NOUN')",1
64400,"('chance_NOUN', 'boy_NOUN')",1
64411,"('funny_NOUN', 'wand_NOUN')",1
63716,"('strong_ADJ', 'fit_NOUN')",1
63712,"('private_NOUN', 'thanks_NOUN')",1
63708,"('healthy_ADJ', 'breeze_NOUN')",1
63687,"('“Muggle_ADJ', 'women_NOUN')",1
63680,"('Muggle_ADJ', 'shop_NOUN')",1
95344,"('girl_ADJ', 'giantess_NOUN')",1
63697,"('pinstrip_ADJ', 'trouser_NOUN')",1
63785,"('pretty_ADJ', 'girl_NOUN')",1
95312,"('real_ADJ', 'name_NOUN')",1
63770,"('reserve_ADJ', 'team_NOUN')",1
63750,"('old_ADJ', 'captain_NOUN')",1
63743,"('familiar_ADJ', 'face_NOUN')",1
63755,"('left_ADJ', 'Hogwart_NOUN')",1
63584,"('plant_ADJ', 'life_NOUN')",1
63602,"('scowl_NOUN', '“Krum_NOUN')",1
95366,"('evil_ADJ', 'person_NOUN')",1
63594,"('heavy_ADJ', 'black_NOUN')",1
63573,"('white_ADJ', 'gree_ADJ')",1
63572,"('flag_NOUN', 'white_ADJ')",1
63571,"('Bulgarian_ADJ', 'flag_NOUN')",1
95381,"('pastur_NOUN', 'sheep_NOUN')",1
95377,"('simple_ADJ', 'folk_NOUN')",1
63568,"('tent_NOUN', 'upfield_NOUN')",1
63567,"('large_ADJ', 'patch_NOUN')",1
63640,"('small_ADJ', 'queue_NOUN')",1
63653,"('flowery_ADJ', 'nightgown_NOUN')",1
63649,"('heate_ADJ', 'argument_NOUN')",1
95351,"('grassy_ADJ', 'land_NOUN')",1
63669,"('good_ADJ', 'chap_NOUN')",1
63615,"('many_ADJ', 'Krum_NOUN')",1
95362,"('terrible_ADJ', 'history_NOUN')",1
63970,"('running_NOUN', 'commentary_NOUN')",1
63998,"('experimental_ADJ', 'Charm_NOUN')",1
63993,"('Gilbert_ADJ', 'Wimple_NOUN')",1
63964,"('greet_ADJ', 'mister_NOUN')",1
63941,"('fire_NOUN', 'lit_NOUN')",1
95266,"('stupid_ADJ', 'Bag_NOUN')",1
64036,"('Percy_ADJ', 'came_NOUN')",1
64048,"('excellent_ADJ', 'lunch_NOUN')",1
64066,"('noticeable_ADJ', 'person_NOUN')",1
64010,"('Obliviator_NOUN', 'member_NOUN')",1
64007,"('Arnold_ADJ', 'Peasegood_NOUN')",1
95269,"('careless_NOUN', 'little_ADJ')",1
63842,"('exchange_NOUN', 'trip_NOUN')",1
63855,"('ear_NOUN', 'shrivel_ADJ')",1
95308,"('first_ADJ', 'letter_NOUN')",1
63821,"('foreign_ADJ', 'school_NOUN')",1
63872,"('many_ADJ', 'nationality_NOUN')",1
95289,"('fine_ADJ', 'gentleman_NOUN')",1
95290,"('gentleman_NOUN', 'stare_NOUN')",1
95679,"('bare_NOUN', 'room_NOUN')",1
61073,"('several_ADJ', 'gnome_NOUN')",1
96068,"('chance_NOUN', 'word_NOUN')",1
61050,"('ice_NOUN', 'cream_NOUN')",1
61058,"('warm_NOUN', 'air_NOUN')",1
61151,"('school_NOUN', 'list_NOUN')",1
61166,"('day_NOUN', 'last_ADJ')",1
96047,"('certain_ADJ', 'bree_NOUN')",1
96039,"('many_ADJ', 'messenger_NOUN')",1
60965,"('decent_ADJ', 'player_NOUN')",1
60940,"('Cup_NOUN', '“It_NOUN')",1
61019,"('racing_ADJ', 'broom_NOUN')",1
61018,"('best_ADJ', 'racing_ADJ')",1
61015,"('first_ADJ', 'year_NOUN')",1
61039,"('team_NOUN', 'mister_NOUN')",1
61038,"('house_NOUN', 'team_NOUN')",1
96074,"('small_ADJ', 'fact_NOUN')",1
61031,"('magical_ADJ', 'world_NOUN')",1
95997,"('running_ADJ', 'stream_NOUN')",1
61321,"('huge_ADJ', 'yawn_NOUN')",1
61339,"('mean_ADJ', 'disappear_NOUN')",1
61331,"('ladle_ADJ', 'porridge_NOUN')",1
61398,"('Magical_ADJ', 'transportation_NOUN')",1
61394,"('back_ADJ', 'pocket_NOUN')",1
61408,"('easy_ADJ', 'Apparition_NOUN')",1
61219,"('shaken_ADJ', 'awake_NOUN')",1
61229,"('feel_NOUN', 'around_NOUN')",1
61233,"('dark_ADJ', 'outside_NOUN')",1
61187,"('dragon_NOUN', 'dung_NOUN')",1
96027,"('shortest_ADJ', 'way_NOUN')",1
61291,"('golfing_ADJ', 'sweater_NOUN')",1
61280,"('parchment_NOUN', 'ticket_NOUN')",1
96001,"('right_ADJ', 'angle_NOUN')",1
61279,"('large_ADJ', 'parchment_NOUN')",1
61293,"('old_ADJ', 'pair_NOUN')",1
61299,"('leather_ADJ', 'belt_NOUN')",1
61244,"('large_ADJ', 'disheveled_ADJ')",1
61245,"('disheveled_ADJ', 'shape_NOUN')",1
60594,"('window_ADJ', 'shut_NOUN')",1
60560,"('huge_ADJ', 'bang_NOUN')",1
96216,"('doorless_ADJ', 'house_NOUN')",1
60557,"('table_ADJ', 'catch_NOUN')",1
60633,"('deep-blue_ADJ', 'sky_NOUN')",1
60632,"('clear_NOUN', 'deep-blue_ADJ')",1
60609,"('conjure_ADJ', 'tablecloth_NOUN')",1
60607,"('table_ADJ', 'leg_NOUN')",1
60600,"('grass_NOUN', 'end_NOUN')",1
60623,"('excellent_ADJ', 'cooking_NOUN')",1
96199,"('joy_ADJ', 'cometh_NOUN')",1
60448,"('left_ADJ', 'mrs_NOUN')",1
60442,"('drawer_NOUN', '“let_NOUN')",1
60441,"('open_ADJ', 'drawer_NOUN')",1
60529,"('old_ADJ', 'table_NOUN')",1
60465,"('bottle_ADJ', 'brush_NOUN')",1
60460,"('ginger_NOUN', 'cat_NOUN')",1
60410,"('rubber_NOUN', 'mouse_NOUN')",1
60409,"('giant_ADJ', 'rubber_NOUN')",1
60406,"('loud_ADJ', 'squeak_NOUN')",1
60426,"('real_ADJ', 'wand_NOUN')",1
60466,"('brush_NOUN', 'tail_NOUN')",1
96224,"('sudden_ADJ', 'wailing_NOUN')",1
60518,"('crashing_NOUN', 'noise_NOUN')",1
60517,"('loud_ADJ', 'crashing_NOUN')",1
96222,"('repentant_ADJ', 'confession_NOUN')",1
96234,"('large_ADJ', 'gray_NOUN')",1
60473,"('muddy_ADJ', 'potato_NOUN')",1
96235,"('gray_NOUN', 'cat_NOUN')",1
60470,"('air_NOUN', 'chase_NOUN')",1
60488,"('little_ADJ', 'feet_NOUN')",1
60487,"('horny_ADJ', 'little_ADJ')",1
60827,"('elderflower_ADJ', 'wine_NOUN')",1
60824,"('deep_ADJ', 'swig_NOUN')",1
60822,"('impressive_ADJ', 'sigh_NOUN')",1
60845,"('big_ADJ', 'event_NOUN')",1
96128,"('many_ADJ', 'night_NOUN')",1
60799,"('personal_ADJ', 'interest_NOUN')",1
60808,"('keep_ADJ', 'laugh_NOUN')",1
60891,"('great_ADJ', 'fang_NOUN')",1
60890,"('horrible_ADJ', 'great_ADJ')",1
60888,"('recent_ADJ', 'acquisition_NOUN')",1
60904,"('home_ADJ', 'plenty_NOUN')",1
60863,"('top_NOUN', 'secret_NOUN')",1
60882,"('table_NOUN', 'mrs_NOUN')",1
96170,"('heaven_NOUN', 'tear_NOUN')",1
96167,"('great_ADJ', 'gray_NOUN')",1
60721,"('unnatural_ADJ', 'power_NOUN')",1
60675,"('bit_NOUN', 'sooner_NOUN')",1
96188,"('beautiful_ADJ', 'head_NOUN')",1
60682,"('extremely_ADJ', 'busy_NOUN')",1
60766,"('lost_ADJ', 'plenty_NOUN')",1
60765,"('gote_ADJ', 'lost_ADJ')",1
60779,"('“I_ADJ', 'hear_NOUN')",1
60778,"('Percy_NOUN', '“I_ADJ')",1
96153,"('white_ADJ', 'garment_NOUN')",1
62138,"('Quidditch_ADJ', 'match_NOUN')",1
62137,"('first_ADJ', 'Quidditch_ADJ')",1
62102,"('Cedric_ADJ', 'Diggory_NOUN')",1
62199,"('Hermione_ADJ', 'friend_NOUN')",1
62163,"('Apparition_NOUN', 'test_NOUN')",1
62174,"('ticket_NOUN', 'cost_NOUN')",1
62183,"('naturedly_ADJ', 'around_NOUN')",1
62182,"('good_ADJ', 'naturedly_ADJ')",1
95771,"('stair_NOUN', 'narrow_NOUN')",1
61993,"('black_ADJ', 'tuffet_NOUN')",1
62007,"('level_NOUN', 'ground_NOUN')",1
62020,"('hill_NOUN', 'last_ADJ')",1
95792,"('white_ADJ', 'coverlet_NOUN')",1
61989,"('rabbit_NOUN', 'hole_NOUN')",1
61988,"('hidden_ADJ', 'rabbit_NOUN')",1
61965,"('inky_ADJ', 'blackness_NOUN')",1
95801,"('dry_NOUN', 'loaf_NOUN')",1
95790,"('narrow_ADJ', 'bed_NOUN')",1
62064,"('hilltop_NOUN', '“Amos_NOUN')",1
62061,"('starry_ADJ', 'sky_NOUN')",1
62035,"('big_ADJ', 'come_NOUN')",1
95783,"('low_ADJ', 'dormer_NOUN')",1
95784,"('dormer_NOUN', 'window_NOUN')",1
95788,"('sloping_ADJ', 'roof_NOUN')",1
95780,"('unpartitioned_ADJ', 'garret_NOUN')",1
62048,"('still_NOUN', 'air_NOUN')",1
95782,"('wide_ADJ', 'low_ADJ')",1
62404,"('swirling_ADJ', 'color_NOUN')",1
62428,"('heavy_ADJ', 'thud_NOUN')",1
95699,"('small_ADJ', 'horn_NOUN')",1
95700,"('horn_NOUN', 'lantern_NOUN')",1
62370,"('manky_ADJ', 'old_ADJ')",1
62366,"('grow_ADJ', 'man_NOUN')",1
95690,"('white_ADJ', 'cloth_NOUN')",1
62469,"('gold_NOUN', 'watch_NOUN')",1
62468,"('large_ADJ', 'gold_NOUN')",1
95687,"('farthest_ADJ', 'corner_NOUN')",1
95689,"('long_ADJ', 'white_ADJ')",1
62472,"('thick_ADJ', 'roll_NOUN')",1
62486,"('length_ADJ', 'galosh_NOUN')",1
62485,"('thigh_NOUN', 'length_ADJ')",1
62461,"('misty_NOUN', 'moor_NOUN')",1
62440,"('everybody_NOUN', 'else_ADJ')",1
95723,"('great_ADJ', 'misery_NOUN')",1
95721,"('little_ADJ', 'lack_NOUN')",1
62228,"('Diggory_NOUN', '“Told_NOUN')",1
62227,"('Amos_ADJ', 'Diggory_NOUN')",1
62335,"('bulky_NOUN', 'backpack_NOUN')",1
62343,"('Amo_ADJ', 'Diggory_NOUN')",1
62354,"('Nobody_ADJ', 'speak_NOUN')",1
62353,"('hilltop_NOUN', 'Nobody_ADJ')",1
62351,"('breeze_NOUN', 'swept_NOUN')",1
62350,"('chill_NOUN', 'breeze_NOUN')",1
62347,"('tight_NOUN', 'circle_NOUN')",1
62307,"('week_NOUN', 'already_NOUN')",1
62293,"('better_ADJ', 'flier_NOUN')",1
61953,"('dank_ADJ', 'lane_NOUN')",1
61457,"('fair_ADJ', 'old_ADJ')",1
61625,"('colored_ADJ', 'object_NOUN')",1
61623,"('several_ADJ', 'small_NOUN')",1
61615,"('pocket_NOUN', '“Nothing_NOUN')",1
95915,"('white_ADJ', 'speck_NOUN')",1
61594,"('Muggle_ADJ', 'attention_NOUN')",1
61598,"('huge_ADJ', 'occasion_NOUN')",1
61610,"('innocent_ADJ', 'tone_NOUN')",1
61952,"('dark_NOUN', 'dank_ADJ')",1
61681,"('unlikely_ADJ', 'place_NOUN')",1
95897,"('perpendicular_ADJ', 'line_NOUN')",1
61702,"('fine_ADJ', 'way_NOUN')",1
61655,"('unpleasant_ADJ', 'scene_NOUN')",1
61663,"('many_ADJ', 'toffee_NOUN')",1
61496,"('mess_ADJ', 'around_NOUN')",1
61492,"('heavy_ADJ', 'fine_NOUN')",1
95956,"('slept_ADJ', 'undisturbed_NOUN')",1
61503,"('prefer_ADJ', 'broom_NOUN')",1
61504,"('broom_NOUN', 'slower_NOUN')",1
61471,"('sude_ADJ', 'vision_NOUN')",1
61465,"('body_ADJ', 'part_NOUN')",1
61458,"('old_ADJ', 'bit_NOUN')",1
95939,"('heavenly_ADJ', 'body_NOUN')",1
61552,"('morning_NOUN', 'since_NOUN')",1
95942,"('several_ADJ', 'moon_NOUN')",1
61531,"('shopping_NOUN', 'remember_NOUN')",1
61528,"('old_ADJ', 'dear_NOUN')",1
95950,"('different_ADJ', 'orbit_NOUN')",1
61541,"('hearty_NOUN', 'snigger_NOUN')",1
61542,"('snigger_NOUN', '“Percy_NOUN')",1
61540,"('amid_ADJ', 'hearty_NOUN')",1
61539,"('kitchen_ADJ', 'amid_ADJ')",1
61876,"('handy_NOUN', 'wood_NOUN')",1
61869,"('safe_ADJ', 'point_NOUN')",1
61880,"('Apparition_NOUN', 'point_NOUN')",1
61863,"('remember_NOUN', 'wizard_NOUN')",1
61862,"('train_NOUN', 'remember_NOUN')",1
61845,"('cheaper_NOUN', 'ticket_NOUN')",1
61842,"('arrival_NOUN', 'people_NOUN')",1
95846,"('healing_ADJ', 'wound_NOUN')",1
61835,"('whole_ADJ', 'Ministry_NOUN')",1
61832,"('Muggle_ADJ', 'precaution_NOUN')",1
61856,"('many_ADJ', 'clogge_NOUN')",1
61854,"('Muggle_ADJ', 'transport_NOUN')",1
95840,"('night_ADJ', 'cold_NOUN')",1
61851,"('limited_ADJ', 'number_NOUN')",1
61933,"('“Unobtrusive_ADJ', 'thing_NOUN')",1
95805,"('cold_ADJ', 'water_NOUN')",1
61894,"('prearranged_ADJ', 'time_NOUN')",1
61903,"('strategic_ADJ', 'point_NOUN')",1
61918,"('black_NOUN', 'mass_NOUN')",1
61917,"('large_ADJ', 'black_NOUN')",1
61831,"('many_ADJ', 'Muggle_ADJ')",1
95873,"('tall_ADJ', 'woman_NOUN')",1
95874,"('woman_NOUN', 'stood_NOUN')",1
61755,"('dark_ADJ', 'yard_NOUN')",1
61752,"('midday_NOUN', 'mrs_NOUN')",1
95870,"('full_ADJ', 'radiance_NOUN')",1
61751,"('around_ADJ', 'midday_NOUN')",1
61734,"('lovely_ADJ', 'time_NOUN')",1
61715,"('departure_NOUN', 'mrs_NOUN')",1
61719,"('kiss_ADJ', 'mister_NOUN')",1
95881,"('large_ADJ', 'white_ADJ')",1
95882,"('white_ADJ', 'animal_NOUN')",1
95884,"('panther_NOUN', 'patt_NOUN')",1
95862,"('rough_ADJ', 'purring_NOUN')",1
61765,"('dull_NOUN', 'greenish_ADJ')",1
61804,"('site_NOUN', 'big_NOUN')",1
61803,"('magical_ADJ', 'site_NOUN')",1
95852,"('wild_ADJ', 'animal_NOUN')",1
95850,"('heard_ADJ', 'low_ADJ')",1
95851,"('low_ADJ', 'noise_NOUN')",1
61766,"('greenish_ADJ', 'tinge_NOUN')",1
61792,"('organizational_ADJ', 'problem_NOUN')",1
61791,"('massive_ADJ', 'organizational_ADJ')",1
71403,"('high_NOUN', 'street_NOUN')",1
89193,"('subdue_ADJ', 'voice_NOUN')",1
82210,"('filthy_ADJ', 'nation_NOUN')",1
82230,"('boiling_ADJ', 'water_NOUN')",1
82221,"('imprive_NOUN', 'matter_NOUN')",1
82220,"('Florence_NOUN', 'imprive_NOUN')",1
82200,"('hot_ADJ', 'lady_NOUN')",1
82180,"('slumber_NOUN', 'form_NOUN')",1
89200,"('treasure_NOUN', 'vault_NOUN')",1
82193,"('sponge-bag_NOUN', 'next_ADJ')",1
82271,"('Sweet_ADJ', 'creature_NOUN')",1
82270,"('alive_ADJ', 'Sweet_ADJ')",1
82258,"('irritable_ADJ', 'couple_NOUN')",1
82254,"('various_ADJ', 'masterpiece_NOUN')",1
82249,"('wounded_ADJ', 'creature_NOUN')",1
89242,"('old_ADJ', 'cinder_NOUN')",1
89235,"('corrupt_ADJ', 'moonlight_NOUN')",1
89245,"('burnt-out_ADJ', 'world_NOUN')",1
82118,"('sketch_ADJ', 'book_NOUN')",1
89214,"('first_ADJ', 'blast_NOUN')",1
82162,"('whistle_NOUN', 'night_NOUN')",1
82125,"('prayer_NOUN', 'book_NOUN')",1
82123,"('trunk_NOUN', 'burst_NOUN')",1
82128,"('purple_ADJ', 'patch_NOUN')",1
89220,"('white_NOUN', 'rose_NOUN')",1
82450,"('young_ADJ', 'gentleman_NOUN')",1
82449,"('nice_NOUN', 'young_ADJ')",1
82442,"('weighty_NOUN', 'pause_NOUN')",1
89129,"('unutterable_ADJ', 'repose_NOUN')",1
82467,"('place_NOUN', 'nothing_NOUN')",1
82414,"('withered_ADJ', 'tree_NOUN')",1
82436,"('church_NOUN', 'Wall_NOUN')",1
89096,"('hopeless_NOUN', 'loss_NOUN')",1
82499,"('best_ADJ', 'moment_NOUN')",1
89105,"('great_ADJ', 'morning_NOUN')",1
82335,"('little_ADJ', 'influx_NOUN')",1
82333,"('strange_ADJ', 'feeling_NOUN')",1
89156,"('middle_ADJ', 'age_NOUN')",1
82350,"('solid_ADJ', 'enchantment_NOUN')",1
82341,"('whole_ADJ', 'land_NOUN')",1
82305,"('hot_ADJ', 'woman_NOUN')",1
82300,"('goodness_NOUN', 'sake_NOUN')",1
82310,"('mother_ADJ', 'told_NOUN')",1
82357,"('terrific_ADJ', 'blue_NOUN')",1
82367,"('life_NOUN', 'tighter_NOUN')",1
89152,"('spot_NOUN', 'next_NOUN')",1
82363,"('whitened_ADJ', 'plain_NOUN')",1
89154,"('stalwart_ADJ', 'figure_NOUN')",1
89142,"('little_ADJ', 'past_NOUN')",1
82376,"('brown_ADJ', 'castle_NOUN')",1
82372,"('exhausted_ADJ', 'reach_NOUN')",1
82062,"('mountain_NOUN', 'shrank_NOUN')",1
81722,"('courteous_ADJ', 'Miss_NOUN')",1
81746,"('extraordinary_ADJ', 'condition_NOUN')",1
81737,"('perverse_NOUN', 'reason_NOUN')",1
81704,"('post_NOUN', 'cards_NOUN')",1
81702,"('deplored_ADJ', 'spouse_NOUN')",1
81695,"('paternal_ADJ', 'heart_NOUN')",1
81716,"('notorious_ADJ', 'kindness_NOUN')",1
81784,"('elegant_ADJ', 'ladylike_NOUN')",1
81754,"('dark_ADJ', 'circle_NOUN')",1
81773,"('Philip_NOUN', 'dear_NOUN')",1
81692,"('generous_ADJ', 'offer_NOUN')",1
81612,"('reply_ADJ', 'come_NOUN')",1
81625,"('English_ADJ', 'translation_NOUN')",1
81624,"('laborious_ADJ', 'English_ADJ')",1
81586,"('kindly_ADJ', 'action_NOUN')",1
81582,"('anything_NOUN', 'unfamiliar_NOUN')",1
81581,"('stock_ADJ', 'explanation_NOUN')",1
81588,"('high_ADJ', 'ideal_NOUN')",1
81592,"('mother_ADJ', 'afterward_NOUN')",1
81636,"('delicate_NOUN', 'compliment_NOUN')",1
81667,"('sincere_ADJ', 'augury_NOUN')",1
81664,"('lumbering_NOUN', 'phras_NOUN')",1
81648,"('moment_NOUN', 'Philip_NOUN')",1
89392,"('true_ADJ', 'life_NOUN')",1
81639,"('superlative_ADJ', 'superlative_NOUN')",1
81654,"('grotesque_ADJ', 'memorial_NOUN')",1
81972,"('personal_ADJ', 'influence_NOUN')",1
81996,"('turning_NOUN', 'point_NOUN')",1
81991,"('terrible_ADJ', 'lesson_NOUN')",1
81952,"('beautiful_ADJ', 'letter_NOUN')",1
81965,"('insincere_ADJ', 'compliment_NOUN')",1
81963,"('good_ADJ', 'nothing_NOUN')",1
81959,"('terrible_ADJ', 'surrounding_NOUN')",1
82042,"('family_NOUN', 'honour_NOUN')",1
82032,"('better_ADJ', 'entertainment_NOUN')",1
89260,"('huge_ADJ', 'stone_NOUN')",1
81999,"('evil_ADJ', 'good_NOUN')",1
82025,"('mother_NOUN', 'mrs_NOUN')",1
89308,"('space_NOUN', 'larger_ADJ')",1
81869,"('English_ADJ', 'bounder_NOUN')",1
89319,"('e_ADJ', 'thousand_NOUN')",1
81919,"('thousand_NOUN', 'feet_NOUN')",1
81916,"('dense_NOUN', 'clou_NOUN')",1
89298,"('insane_ADJ', 'parson_NOUN')",1
81905,"('vertical_ADJ', 'sun_NOUN')",1
81874,"('country_NOUN', 'behind_NOUN')",1
81898,"('true_ADJ', 'self_NOUN')",1
81902,"('soul_ADJ', 'awake_NOUN')",1
89090,"('obliterate_ADJ', 'scar_NOUN')",1
88865,"('much_ADJ', 'wine_NOUN')",1
88863,"('silent_ADJ', 'guest_NOUN')",1
88864,"('guest_NOUN', 'much_ADJ')",1
83156,"('thing_NOUN', 'stand_NOUN')",1
88876,"('clear_ADJ', 'voice_NOUN')",1
83130,"('shrill_ADJ', 'cry_NOUN')",1
