,trigram,freq
100134,"('toxic_NOUN', 'carcino_DET', 'gen_NOUN')",1
100262,"('U.s_NOUN', 'industry_ADJ', 'admit_NOUN')",1
99945,"('appliance_NOUN', 'couch_NOUN', 'mattresse_NOUN')",1
99943,"('computer_NOUN', 'us_DET', 'appliance_NOUN')",1
100068,"('incredible_ADJ', 'violation_NOUN', 'Breastfeeding_NOUN')",1
100054,"('highest_ADJ', 'lifetime_NOUN', 'dose_NOUN')",1
100048,"('society_NOUN', 'us_DET', 'baby_NOUN')",1
100073,"('fundamental_ADJ', 'human_ADJ', 'act_NOUN')",1
100030,"('taminant_NOUN', 'human_DET', 'breast_ADJ')",1
100028,"('toxic_ADJ', 'con_NOUN', 'taminant_NOUN')",1
100027,"('many_ADJ', 'toxic_ADJ', 'con_NOUN')",1
100565,"('multiple_ADJ', 'ocean_NOUN', 'cruise_NOUN')",1
100608,"('cancer_NOUN', 'rate_NOUN', 'Kid_NOUN')",1
100554,"('guy_NOUN', '’s_DET', 'salary_NOUN')",1
100356,"('toxic_NOUN', 'contaminate_VERB', 'junk_NOUN')",1
100397,"('insurance_NOUN', 'every_DET', 'time_NOUN')",1
100311,"('dirty_NOUN', 'factory_NOUN', 'oversea_NOUN')",1
100332,"('wind_NOUN', 'current_NOUN', 'distribution_NOUN')",1
100461,"('little_NOUN', 'green_ADP', 'radio_NOUN')",1
99893,"('home_NOUN', 'us_DET', 'workplace_NOUN')",1
99337,"('government_NOUN', '’s_DET', 'job_NOUN')",1
99361,"('corporation_NOUN', 'look_VERB', 'bigger_ADJ')",1
99299,"('federal_ADJ', 'tax_NOUN', 'money_NOUN')",1
99441,"('natural_ADJ', 'resource_NOUN', 'exploitation_NOUN')",1
99231,"('people_ADJ', 'yes_INTJ', 'people_NOUN')",1
99177,"('blank_NOUN', 'white_ADP', 'page_NOUN')",1
99184,"('society_NOUN', 'culture_NOUN', 'economy_NOUN')",1
99789,"('mix_NOUN', 'toxic_ADJ', 'chemical_NOUN')",1
99696,"('planet_NOUN', '’s_DET', 'original_ADJ')",1
99798,"('toxic_ADJ', 'contaminated_ADJ', 'product_NOUN')",1
99818,"('human_ADJ', 'health_NOUN', 'impact_NOUN')",1
99825,"('synergistic_ADJ', 'health_NOUN', 'impact_NOUN')",1
99568,"('forest_NOUN', 'leave_VERB', 'Forty_NOUN')",1
99522,"('planet_NOUN', '’s_DET', 'natural_ADJ')",1
99514,"('past_ADJ', 'three_NUM', 'decade_NOUN')",1
99639,"('country_NOUN', '’_DET', 'response_NOUN')",1
99602,"('world_NOUN', '’s_DET', 'population_NOUN')",1
99615,"('world_NOUN', '’s_ADP', 'waste_NOUN')",1
100718,"('whole_ADJ', 'flawed_ADJ', 'system_NOUN')",1
101840,"('watch_NOUN', 'spend_NOUN', 'treadmill_NOUN')",1
101839,"('work_NOUN', 'watch_NOUN', 'spend_NOUN')",1
101838,"('crazy_NOUN', 'work_NOUN', 'watch_NOUN')",1
101868,"('average_ADJ', 'U.S._PROPN', 'house_NOUN')",1
101589,"('wrong_ADJ', 'us_DET', 'car_NOUN')",1
101548,"('people_NOUN', '50_NUM', 'year_NOUN')",1
101586,"('wrong_ADJ', 'us_DET', 'furniture_NOUN')",1
101580,"('wrong_ADJ', 'us_DET', 'skin_NOUN')",1
101697,"('friend_NOUN', 'leisure_ADJ', 'time_NOUN')",1
101695,"('happy_ADJ', 'family_ADV', 'friend_NOUN')",1
101730,"('scant_ADJ', 'leisure_NOUN', 'time_NOUN')",1
101677,"('Hmmm_NOUN', 'interesting_ADJ', 'coincidence_NOUN')",1
102169,"('problem_NOUN', 'also_ADV', 'much_ADJ')",1
102342,"('people_NOUN', 'another_DET', 'way_NOUN')",1
102338,"('’t_ADJ', 'waste_NOUN', 'resource_NOUN')",1
102355,"('school_NOUN', 'throw_ADV', 'away_ADJ')",1
102010,"('toxic_NOUN', 'like_VERB', 'dioxin_NOUN')",1
102008,"('new_ADJ', 'super_NOUN', 'toxic_NOUN')",1
101971,"('air_NOUN', 'land_NOUN', 'water_NOUN')",1
101965,"('landfill_NOUN', 'either_DET', 'way_NOUN')",1
100999,"('satisfaction_NOUN', 'us_DET', 'ego_ADJ')",1
100978,"('consumption_NOUN', 'us_DET', 'way_NOUN')",1
101091,"('obsolescence_NOUN', 'planned_ADJ', 'obsolescence_NOUN')",1
101126,"('stuff_NOUN', 'like_ADP', 'plastic_ADJ')",1
101048,"('’s_NOUN', 'ultimate_ADJ', 'purpose_NOUN')",1
101063,"('justice_NOUN', 'consumer_NOUN', 'good_NOUN')",1
100785,"('er_NOUN', 'teacher_NOUN', 'farmer_NOUN')",1
100784,"('moth_ADJ', 'er_NOUN', 'teacher_NOUN')",1
100774,"('consumer_NOUN', 'us_DET', 'primary_ADJ')",1
100897,"('average_ADJ', 'U.S._PROPN', 'person_NOUN')",1
100842,"('use_NOUN', '6_NUM', 'month_NOUN')",1
100833,"('total_ADJ', 'material_ADJ', 'flow_NOUN')",1
100859,"('word_NOUN', '99_NUM', 'percent_NOUN')",1
100868,"('transport_NOUN', '99_NUM', 'percent_NOUN')",1
100866,"('mine_ADJ', 'process_NOUN', 'transport_NOUN')",1
101390,"('flat_ADJ', 'shiny_NOUN', 'sleek_NOUN')",1
101417,"('space_NOUN', 'ship_ADP', 'central_ADJ')",1
101370,"('fat_NOUN', 'white_ADP', 'computer_NOUN')",1
101496,"('skinny_NOUN', 'heeled_VERB', 'person_NOUN')",1
101513,"('new_ADJ', 'shoe_NOUN', 'Advertisement_NOUN')",1
101446,"('fat_ADJ', 'one_NUM', 'year_NOUN')",1
101440,"('woman_NOUN', '’s_DET', 'shoe_ADJ')",1
101479,"('skinny_ADJ', 'heel_NOUN', 'year_NOUN')",1
101469,"('women_NOUN', '’s_DET', 'feet_NOUN')",1
101187,"('desk_NOUN', 'top_ADP', 'computer_NOUN')",1
101204,"('tiny_ADJ', 'little_ADJ', 'piece_NOUN')",1
101240,"('industrail_ADJ', 'design_NOUN', 'journal_NOUN')",1
83709,"('skin_NOUN', 'burn_VERB', 'right_ADJ')",1
83607,"('luminous_ADJ', 'dance_NOUN', 'floor_NOUN')",1
83648,"('husky_ADJ', 'familiar_NOUN', 'voice_NOUN')",1
83714,"('thin_NOUN', 'satin_ADP', 'dress_NOUN')",1
83458,"('reflection_NOUN', '-um_ADP', 'perfect_NOUN')",1
83468,"('dark_NOUN', 'haire_VERB', 'beauty_NOUN')",1
83494,"('shimmering_NOUN', 'white_SCONJ', 'dress_NOUN')",1
83514,"('body_NOUN', 'look_VERB', 'elegant_ADJ')",1
84091,"('shaggy_NOUN', 'black_NOUN', 'brow_NOUN')",1
84230,"('whole_ADJ', 'human_ADJ', 'thing_NOUN')",1
82847,"('er_NOUN', 'recent_ADJ', 'incident_NOUN')",1
82954,"('people_NOUN', 'wait_VERB', 'behind_NOUN')",1
82900,"('dream_NOUN', 'alive_NUM', 'Kate_ADJ')",1
82922,"('dark_NOUN', 'haire_VERB', 'woman_NOUN')",1
82625,"('Denali_ADJ', 'vampire_NOUN', 'clan_NOUN')",1
82671,"('blond_NOUN', 'hair_ADV', 'straight_ADJ')",1
82665,"('curiosity_NOUN', 'one_NUM', 'woman_NOUN')",1
82602,"('surprise_NOUN', 'hold_VERB', 'hand_NOUN')",1
83229,"('tiny_NOUN', 'square_NOUN', 'formation_NOUN')",1
83329,"('dance_NOUN', 'start_VERB', 'still_ADJ')",1
83051,"('atypical_ADJ', 'skill_NOUN', 'right_ADJ')",1
83029,"('turn_NOUN', 'shove_VERB', 'cake_NOUN')",1
83014,"('cake_NOUN', '-too_ADV', 'grand_ADJ')",1
83113,"('customary_NOUN', 'first_ADJ', 'dance_NOUN')",1
85344,"('horrify_NOUN', 'eyes_INTJ', 'wide_NOUN')",1
85290,"('bone_NOUN', 'Jake_PROPN', 'stop_NOUN')",1
85251,"('way_NOUN', 'around_ADV', 'finger_NOUN')",1
85186,"('eyes_NOUN', 'bulge_VERB', 'wide_ADJ')",1
85757,"('outside_NOUN', 'matter_VERB', 'right_ADJ')",1
85594,"('fur_NOUN', 'chocolate_NOUN', 'brown_NOUN')",1
85063,"('defensive_NOUN', 'mocking_ADJ', 'edge_NOUN')",1
84509,"('order_NOUN', 'good_ADJ', 'thing_NOUN')",1
84508,"('tall_ADJ', 'order_NOUN', 'good_ADJ')",1
84532,"('friend_NOUN', 'one_NUM', 'last_ADJ')",1
84334,"('expression_NOUN', 'turn_VERB', 'serious_ADJ')",1
84322,"('rusty_NOUN', 'kitchen_ADJ', 'shear_NOUN')",1
84290,"('human_ADJ', 'especially_ADV', 'right_ADJ')",1
84438,"('people_NOUN', ""'s_PART"", 'voice_NOUN')",1
84436,"('mind_NOUN', 'Crazy_PROPN', 'people_NOUN')",1
84378,"('kid_NOUN', 'better_ADJ', 'company_NOUN')",1
84377,"('good_ADJ', 'kid_NOUN', 'better_ADJ')",1
84873,"('head_NOUN', 'Pink_VERB', 'cheek_NOUN')",1
84680,"('black_NOUN', 'quiet_ADJ', 'space_NOUN')",1
80404,"('room_NOUN', 'Har_ADJ', 'har_NOUN')",1
80391,"('waterfall_NOUN', 'Alice_PROPN', 'wow_NOUN')",1
80171,"('light_ADJ', 'touch_NOUN', 'Alice_NOUN')",1
80170,"('feather_ADJ', 'light_ADJ', 'touch_NOUN')",1
80267,"('floor_NOUN', 'deep_PROPN', 'breath_NOUN')",1
80770,"('small_ADJ', 'white_ADJ', 'box_NOUN')",1
80865,"('hysterical_ADJ', 'giggle_NOUN', 'burst_NOUN')",1
80820,"('dark_ADJ', 'blue_NOUN', 'sapphire_NOUN')",1
80819,"('comb_NOUN', 'dark_ADJ', 'blue_NOUN')",1
80826,"('intricate_ADJ', 'floral_ADJ', 'shape_NOUN')",1
80561,"('mother_NOUN', ""'s_PART"", 'voice_NOUN')",1
80605,"('brief_ADJ', 'conspiratorial_ADJ', 'look_NOUN')",1
80636,"('gruff_NOUN', 'throat_ADJ', 'clear_NOUN')",1
80635,"('loud_NOUN', 'gruff_NOUN', 'throat_ADJ')",1
79329,"('short_ADJ', 'black_NOUN', 'hair_NOUN')",1
79327,"('Alice_NOUN', ""'s_PART"", 'short_ADJ')",1
79258,"('word_NOUN', 'monkey_ADJ', 'suit_NOUN')",1
79342,"('sleek_NOUN', 'pin_ADP', 'curl_NOUN')",1
79352,"('contrastingly_ADJ', 'businesslike_NOUN', 'expression_NOUN')",1
79964,"('shimmery_NOUN', 'silver_ADP', 'gow_NOUN')",1
79894,"('low_ADJ', 'pink_NOUN', 'chair_NOUN')",1
79721,"('cavernous_ADJ', 'garage_NOUN', 'north_ADJ')",1
79681,"('decoration_NOUN', 'three_NUM', 'mile_NOUN')",1
79701,"('white_ADJ', 'satin_ADP', 'bow_NOUN')",1
79828,"('Orange_ADJ', 'blossom_NOUN', 'lilac_ADJ')",1
79827,"('flawless_ADJ', 'Orange_ADJ', 'blossom_NOUN')",1
79791,"('Alice_NOUN', ""'s_PART"", 'voice_NOUN')",1
82012,"('family_NOUN', 'one_NUM', 'scorch_NOUN')",1
82034,"('lost_NOUN', 'werewolf_ADP', 'friend_NOUN')",1
82044,"('party_NOUN', 'smoothly_ADV', 'proof_NOUN')",1
82007,"('gentle_NOUN', 'cool_ADJ', 'embrace_NOUN')",1
81999,"('soft_NOUN', 'warm_ADJ', 'hug_NOUN')",1
82120,"('ancient_ADJ', 'cedar_NOUN', 'thing_NOUN')",1
82164,"('laugh_NOUN', 'Congrats_PROPN', 'guys_NOUN')",1
82088,"('glass_NOUN', 'back_ADV', 'door_NOUN')",1
82107,"('fragrant_NOUN', 'airy_DET', 'tent_NOUN')",1
82099,"('e_ADJ', 'thousand_NOUN', 'flower_NOUN')",1
81819,"('head_NOUN', 'toward_ADP', 'mine_NOUN')",1
81751,"('word_NOUN', 'rang_NOUN', 'clear_ADJ')",1
82420,"('Quileute_NOUN', '-the_DET', 'treaty_NOUN')",1
82389,"('friend_NOUN', ""'s_PART"", 'daughter_NOUN')",1
82395,"('eye_NOUN', 'I_PRON', 'knew_NOUN')",1
82543,"('deep_NOUN', 'gravelly_ADJ', 'voice_NOUN')",1
82203,"('short_ADJ', 'severe_ADJ', 'hairstyle_NOUN')",1
82335,"('leave_ADJ', 'Sam_PROPN', 'Uley_NOUN')",1
82282,"('powerful_NOUN', 'magic_ADJ', 'chieftain_NOUN')",1
81123,"('deep_ADJ', 'breath_NOUN', 'willing_ADJ')",1
80953,"('self_ADJ', 'congratulatory_ADJ', 'smile_NOUN')",1
80952,"('little_ADJ', 'self_ADJ', 'congratulatory_ADJ')",1
81026,"('frothy_ADJ', 'white_NOUN', 'bouquet_NOUN')",1
81055,"('Pachelbel_NOUN', ""'s_PART"", 'canon_NOUN')",1
81053,"('piano_NOUN', 'downstair_NOUN', 'Pachelbel_NOUN')",1
81602,"('simple_NOUN', 'traditional_ADJ', 'word_NOUN')",1
81597,"('home_ADJ', 'us_DET', 'vow_NOUN')",1
81699,"('shining_NOUN', 'triumphant_ADJ', 'eye_NOUN')",1
81686,"('unwanted_ADJ', 'birthday_NOUN', 'giave_NOUN')",1
81633,"('line_NOUN', 'till_ADJ', 'death_NOUN')",1
81387,"('white_ADJ', 'gossamer_NOUN', 'ribbon_NOUN')",1
81405,"('satin_NOUN', 'drape_VERB', 'chair_NOUN')",1
81493,"('buttery_NOUN', 'burning_ADJ', 'gold_NOUN')",1
90360,"('large_ADJ', 'purplish_NOUN', 'bruise_NOUN')",1
90359,"('feather_NOUN', 'large_ADJ', 'purplish_NOUN')",1
90294,"('soft_ADJ', 'white_NOUN', 'bit_NOUN')",1
90491,"('low_ADJ', 'revolt_VERB', 'sound_ADJ')",1
89509,"('breath_NOUN', 'come_VERB', 'rougher_NOUN')",1
89620,"('morning_NOUN', 'late_ADJ', 'morning_NOUN')",1
89645,"('bed_NOUN', 'brilliant_ADJ', 'sunlight_NOUN')",1
89644,"('white_ADJ', 'bed_NOUN', 'brilliant_ADJ')",1
89643,"('big_ADJ', 'white_ADJ', 'bed_NOUN')",1
89327,"('water_NOUN', ""'s_PART"", 'edge_NOUN')",1
89424,"('eyes_NOUN', 'look_VERB', 'silver_NOUN')",1
89360,"('invisible_ADJ', 'ocean_NOUN', 'floor_NOUN')",1
89350,"('warm_ADJ', 'like_ADP', 'bath_ADJ')",1
89381,"('weightless_NOUN', 'current_ADJ', 'till_NOUN')",1
89955,"('strange_ADJ', 'little_ADJ', 'catch_NOUN')",1
92092,"('small_NOUN', 'til_VERB', 'table_ADJ')",1
92016,"('white_ADJ', 'cotton_NOUN', 'dress_NOUN')",1
92015,"('unfamiliar_ADJ', 'white_ADJ', 'cotton_NOUN')",1
92056,"('light_ADJ', 'blue_NOUN', 'plate_NOUN')",1
91765,"('full_ADJ', 'length_NOUN', 'mirror_NOUN')",1
92380,"('warm_NOUN', 'shallow_VERB', 'water_NOUN')",1
92368,"('rocky_ADJ', 'western_ADJ', 'cove_NOUN')",1
92319,"('number_NOUN', 'one_NUM', 'priority_NOUN')",1
92346,"('rocky_NOUN', 'little_ADJ', 'peak_NOUN')",1
92477,"('dinner_NOUN', 'every_DET', 'night_NOUN')",1
92440,"('word_NOUN', 'like_ADP', 'coral_ADJ')",1
92430,"('big_ADJ', 'scree_ADJ', 'plasma_NOUN')",1
92466,"('sun_NOUN', 'eventually_ADV', 'set_ADJ')",1
92147,"('favorite_NOUN', 'crook_VERB', 'smile_NOUN')",1
91165,"('hand_NOUN', 'still_ADV', 'introspective_ADJ')",1
91263,"('temperament_NOUN', 'strong_ADJ', 'emotion_NOUN')",1
91244,"('thing_NOUN', 'like_ADP', 'nothing_NOUN')",1
90980,"('bone_NOUN', '-that_PRON', 'equal_NOUN')",1
91685,"('authentic_ADJ', 'looking_NOUN', 'smile_NOUN')",1
91656,"('anything_NOUN', 'last_ADJ', 'night_NOUN')",1
91635,"('loose_ADJ', 'khaki_NOUN', 'pant_NOUN')",1
89237,"('hand_NOUN', 'rest_VERB', 'palm_NOUN')",1
87003,"('sho_NOUN', 'designer_NOUN', 'shoe_NOUN')",1
87002,"('dozen_NOUN', 'sho_NOUN', 'designer_NOUN')",1
87081,"('many_ADJ', 'different_ADJ', 'kind_NOUN')",1
86786,"('behind_NOUN', 'everyone_PRON', 'else_ADJ')",1
87428,"('space_NOUN', 'still_ADV', 'luxurious_ADJ')",1
87409,"('night_NOUN', 'blacken_ADJ', 'water_NOUN')",1
87388,"('extreme_ADJ', 'western_ADJ', 'edge_NOUN')",1
87539,"('familiar_NOUN', 'exhilarate_VERB', 'smile_NOUN')",1
87167,"('howling_NOUN', 'grow_VERB', 'fainter_NOUN')",1
87165,"('piercing_NOUN', 'heartbroken_ADJ', 'howling_NOUN')",1
87320,"('teeming_NOUN', 'living_ADJ', 'street_NOUN')",1
87319,"('dark_NOUN', 'teeming_NOUN', 'living_ADJ')",1
87249,"('trepidation_NOUN', 'another_DET', 'stop_NOUN')",1
87299,"('plane_NOUN', ""'s_PART"", 'window_NOUN')",1
87265,"('wide_ADJ', 'first_ADJ', '-class_NOUN')",1
86190,"('right_ADJ', 'place_NOUN', 'tonight_NOUN')",1
86217,"('dancing_ADJ', 'issue_NOUN', 'Dancing_NOUN')",1
86584,"('mother_NOUN', ""'s_PART"", 'tear_NOUN')",1
86618,"('mother_NOUN', 'hate_VERB', 'secret_NOUN')",1
86718,"('Phil_ADJ', 'take_ADP', 'care_NOUN')",1
86412,"('go_NOUN', 'away_ADV', 'dress_NOUN')",1
88631,"('lingerie_ADJ', 'ish_ADJ', 'lingerie_NOUN')",1
88566,"('low_ADJ', 'white_ADJ', 'dresser_NOUN')",1
88525,"('sultry_NOUN', 'salty_NOUN', 'air_NOUN')",1
89131,"('open_ADJ', 'glass_NOUN', 'door_NOUN')",1
88819,"('shower_NOUN', 'I_PRON', 'knew_NOUN')",1
89228,"('wet_NOUN', 'hair_DET', 'black_NOUN')",1
89184,"('low_ADJ', 'ripple_NOUN', 'black_NOUN')",1
89143,"('white_NOUN', 'leach_VERB', 'colorless_NOUN')",1
89136,"('powder_NOUN', 'fine_ADJ', 'sand_NOUN')",1
88855,"('huge_ADJ', 'white_ADJ', 'towel_NOUN')",1
88926,"('cool_ADJ', 'tile_NOUN', 'floor_NOUN')",1
87851,"('steam_ADJ', 'left_ADJ', 'behind_NOUN')",1
87965,"('huge_ADJ', 'steamer_ADJ', 'trunk_NOUN')",1
87652,"('moon_NOUN', ""'s_PART"", 'white_ADJ')",1
87748,"('beach_ADJ', 'glowing_ADJ', 'pale_NOUN')",1
87669,"('low_ADJ', 'black_NOUN', 'shape_NOUN')",1
87693,"('squat_NOUN', 'irregular_ADJ', 'triangle_NOUN')",1
88242,"('huge_ADJ', 'white_ADJ', 'bed_NOUN')",1
88228,"('house_NOUN', 'glisten_VERB', 'wave_NOUN')",1
88212,"('glass_ADJ', 'standard_ADJ', 'decor_NOUN')",1
88347,"('nervous_ADJ', 'sound_NOUN', 'rare_NOUN')",1
87984,"('pale_ADJ', 'sand_NOUN', 'pathway_NOUN')",1
88023,"('bright_NOUN', 'perfect_ADJ', 'square_NOUN')",1
88000,"('jungle_NOUN', 'like_ADP', 'growth_NOUN')",1
88164,"('pale_ADJ', 'color_NOUN', 'scheme_NOUN')",1
19385,"('sure_ADJ', 'say_VERB', 'mrs_NOUN')",1
19428,"('ladyship_NOUN', ""'s_PART"", 'residence_NOUN')",1
19756,"('little_ADJ', 'elegant_ADJ', 'compliment_NOUN')",1
19641,"('little_ADJ', 'delicate_NOUN', 'compliment_NOUN')",1
19485,"('lady_NOUN', 'indeed_ADV', 'lady_NOUN')",1
19483,"('charming_ADJ', 'young_ADJ', 'lady_NOUN')",1
19596,"('health_NOUN', 'unhappily_ADJ', 'prevent_NOUN')",1
19623,"('ladyship_NOUN', 'seem_VERB', 'pleased_ADJ')",1
18408,"('polite_ADJ', 'young_ADJ', 'man_NOUN')",1
18393,"('peace_NOUN', 'making_NOUN', 'gentleman_NOUN')",1
18395,"('gentleman_NOUN', 'say_VERB', 'mister_NOUN')",1
18248,"('offered_ADJ', 'olive_ADJ', 'branch_NOUN')",1
18973,"('Collins_NOUN', ""'s_PART"", 'admiration_NOUN')",1
18998,"('Bennet_NOUN', ""'s_PART"", 'heart_NOUN')",1
18665,"('Collins_NOUN', ""'s_PART"", 'letter_NOUN')",1
18663,"('mother_NOUN', 'mister_NOUN', 'Collins_NOUN')",1
18604,"('olive_ADJ', 'branch_NOUN', 'perhap_NOUN')",1
18759,"('complimented_ADJ', 'mrs_NOUN', 'Bennet_NOUN')",1
18704,"('whole_ADJ', 'family_NOUN', 'mister_NOUN')",1
18690,"('daughter_NOUN', 'mister_NOUN', 'Collins_NOUN')",1
20992,"('time_NOUN', 'perfectly_ADV', 'correct_ADJ')",1
20851,"('stranger_NOUN', ""'s_PART"", 'air_NOUN')",1
20831,"('mister_NOUN', 'Denny_DET', 'concerning_NOUN')",1
21397,"('lieutenant_NOUN', ""'s_PART"", 'commission_NOUN')",1
21497,"('comfortable_ADJ', 'noisy_ADJ', 'game_NOUN')",1
21496,"('nice_NOUN', 'comfortable_ADJ', 'noisy_ADJ')",1
21525,"('spirit_NOUN', 'mister_NOUN', 'Collin_NOUN')",1
21524,"('good_ADJ', 'spirit_NOUN', 'mister_NOUN')",1
21523,"('mutual_ADJ', 'good_ADJ', 'spirit_NOUN')",1
21448,"('stupid_NOUN', 'disagreeable_ADJ', 'fellow_NOUN')",1
21183,"('Phillip_NOUN', ""'s_PART"", 'house_NOUN')",1
21170,"('friend_NOUN', 'mister_NOUN', 'Denny_NOUN')",1
21267,"('Jone_NOUN', ""'s_PART"", 'shop-boy_NOUN')",1
21242,"('sudden_ADJ', 'return_NOUN', 'home_NOUN')",1
20075,"('amusement_NOUN', 'mrs_NOUN', 'Bennet_NOUN')",1
20074,"('trifling_NOUN', 'amusement_NOUN', 'mrs_NOUN')",1
19935,"('uncle_ADJ', 'Phillip_ADJ', 'talk_NOUN')",1
19855,"('lady_NOUN', 'mister_NOUN', 'Collin_NOUN')",1
20356,"('excellent_ADJ', 'one_NUM', 'full_NOUN')",1
20288,"('obsequiousness_NOUN', 'self_ADJ', 'importance_NOUN')",1
20415,"('hour_NOUN', ""'s_PART"", 'tete_NOUN')",1
15837,"('Darcy_NOUN', ""'s_PART"", 'progress_NOUN')",1
15836,"('watching_NOUN', 'mister_NOUN', 'Darcy_NOUN')",1
15823,"('brother_NOUN', ""'s_PART"", 'conversation_NOUN')",1
15927,"('sooner_ADJ', 'one_NUM', 'tire_NOUN')",1
15922,"('enjoyment_NOUN', 'like_ADP', 'reading_NOUN')",1
15627,"('polite_ADJ', 'congratulation_NOUN', 'mister_NOUN')",1
15658,"('first_ADJ', 'half_ADJ', 'hour_NOUN')",1
14724,"('much_ADJ', 'like_ADP', 'dispute_NOUN')",1
14825,"('mrs_NOUN', 'Hurst_ADJ', 'sang_NOUN')",1
14855,"('Darcy_NOUN', ""'s_PART"", 'eye_NOUN')",1
15381,"('ill_ADJ', 'answered_ADJ', 'mrs_NOUN')",1
15469,"('fourth_NOUN', 'good_PROPN', 'bye_NOUN')",1
15211,"('event_NOUN', 'take_VERB', 'place_NOUN')",1
15307,"('Elizabeth_NOUN', ""'s_PART"", 'picture_NOUN')",1
18014,"('Kent_ADJ', '15th_ADJ', 'October_NOUN')",1
17929,"('clear_ADJ', 'mister_NOUN', 'Collin_NOUN')",1
17923,"('affair_NOUN', 'say_VERB', 'mister_NOUN')",1
18027,"('honour_ADJ', 'father_NOUN', 'always_NOUN')",1
18121,"('right_NOUN', 'Honourable_ADJ', 'Lady_NOUN')",1
18062,"('doubt_NOUN', 'fear_VERB', 'lest_ADJ')",1
16693,"('pride_NOUN', 'yes_INTJ', 'vanity_NOUN')",1
16641,"('inconsistency_NOUN', '_do__NOUN', 'divert_NOUN')",1
16844,"('cry_NOUN', 'Elizabeth_PROPN', 'Implacable_ADJ')",1
16604,"('person_NOUN', 'whose_PRON', 'first_ADJ')",1
16541,"('Darcy_NOUN', 'may_AUX', 'hug_ADJ')",1
16539,"('subject_NOUN', 'mister_NOUN', 'Darcy_NOUN')",1
16557,"('uncommon_ADJ', 'I_PRON', 'hope_NOUN')",1
17114,"('Bingley_NOUN', ""'s_PART"", 'carriage_NOUN')",1
17139,"('communication_NOUN', 'excit_VERB', 'many_ADJ')",1
16952,"('moment_NOUN', ""'_PART"", 'recollection_NOUN')",1
26023,"('attendance_NOUN', 'forbearance_NOUN', 'patience_NOUN')",1
25963,"('intelligence_NOUN', 'though_SCONJ', 'unhear_ADJ')",1
26142,"('mister_NOUN', 'Collin_NOUN', 'awkward_NOUN')",1
26141,"('mortification_NOUN', 'mister_NOUN', 'Collin_NOUN')",1
26128,"('first_ADJ', 'two_NUM', 'dance_NOUN')",1
25889,"('Bingley_NOUN', ""'_PART"", 'invitation_NOUN')",1
25884,"('Darcy_NOUN', ""'s_PART"", 'pleasure_NOUN')",1
26371,"('neighbour_NOUN', ""'_PART"", 'look_NOUN')",1
26338,"('man_NOUN', 'ten_NUM', 'time_NOUN')",1
25218,"('Darcy_NOUN', ""'s_PART"", 'look_NOUN')",1
25159,"('mrs_NOUN', 'Bennet_PROPN', 'chat_NOUN')",1
25301,"('even_ADJ', 'engagement_NOUN', 'society_NOUN')",1
24961,"('night_NOUN', 'names_ADV', 'fact_NOUN')",1
25104,"('attention_NOUN', 'avoid_VERB', 'mrs_NOUN')",1
25025,"('affair_NOUN', 'become_VERB', 'public_ADJ')",1
25698,"('younger_ADJ', 'Miss_NOUN', 'Bennet_NOUN')",1
25352,"('Bingley_NOUN', ""'s_PART"", 'invitation_NOUN')",1
25364,"('evening_NOUN', ""'s_PART"", 'amusement_NOUN')",1
25517,"('Wickham_NOUN', ""'s_PART"", 'happiness_NOUN')",1
25527,"('Collins_NOUN', ""'s_PART"", 'proposal_NOUN')",1
27740,"('else_ADJ', 'gave_VERB', 'way_NOUN')",1
27573,"('favourite_NOUN', ""'s_PART"", 'guilt_NOUN')",1
27879,"('Darcy_NOUN', ""'s_PART"", 'regard_NOUN')",1
27866,"('respectable_ADJ', 'young_ADJ', 'man_NOUN')",1
27859,"('sister_NOUN', ""'s_PART"", 'mister_NOUN')",1
28025,"('happy_NOUN', 'though_SCONJ', 'modest_ADJ')",1
27943,"('Bingley_NOUN', ""'s_PART"", 'sincerity_NOUN')",1
27959,"('Bingley_NOUN', ""'s_PART"", 'defense_NOUN')",1
26907,"('certain_ADJ', 'desirable_ADJ', 'event_NOUN')",1
26617,"('unsocial_ADJ', 'taciturn_NOUN', 'disposition_NOUN')",1
26769,"('manner_NOUN', 'say_VERB', 'mister_NOUN')",1
27374,"('tolerable_ADJ', 'powerful_ADJ', 'feeling_NOUN')",1
27397,"('Miss_ADJ', 'Bingley_PROPN', 'came_NOUN')",1
22798,"('thousand_NOUN', 'tender_ADP', 'recollection_NOUN')",1
22747,"('great_ADJ', 'ill_ADJ', 'usage_NOUN')",1
22380,"('thousand_NOUN', 'per_ADP', 'annum_NOUN')",1
22378,"('clear_ADJ', 'ten_NOUN', 'thousand_NOUN')",1
22555,"('neighbourhood_NOUN', 'except_ADP', 'Netherfield_NOUN')",1
23190,"('warm_NOUN', 'unguarded_ADJ', 'temper_NOUN')",1
23148,"('living_NOUN', 'become_VERB', 'vacant_ADJ')",1
23150,"('vacant_ADJ', 'two_NUM', 'year_NOUN')",1
22910,"('respectable_ADJ', 'agreeable_ADJ', 'corp_NOUN')",1
21818,"('chimney_NOUN', 'piece_NOUN', 'alone_ADJ')",1
21842,"('housekeeper_NOUN', ""'s_PART"", 'room_NOUN')",1
21770,"('summer_NOUN', 'breakfast_ADJ', 'parlour_NOUN')",1
21769,"('small_ADJ', 'summer_NOUN', 'breakfast_ADJ')",1
