,quadragram,PMI
477,"('middle', 'of', 'the', 'night')",18.917168173053867
478,"('I', 'didn’t', 'get', 'into')",18.89677716066658
479,"('promise', 'to', 'the', 'end')",18.821541005044914
480,"('', 'do', 'not', 'want')",18.808437577977983
481,"('don', '’t', 'think', 'he')",18.789852590371964
482,"('the', 'following', 'procedure', 'define')",18.788084483031305
483,"('part', 'the', 'Pope', 'the')",18.76944835980956
484,"('as', 'a', 'fix', 'point')",18.7674138839577
485,"('no', 'one', ""'s"", 'go')",18.7548558030336
486,"('will', 'not', 'you', 'die')",18.75240897380545
487,"('1', 'and', '5', '2')",18.713462348355563
488,"('wake', 'up', 'in', 'the')",18.70793927663577
489,"('a', 'fix', 'point', 'of')",18.706220340519373
490,"('when', 'I', 'walk', 'into')",18.701453731261687
491,"('be', 'change', 'my', 'mind')",18.6992748813693
492,"('child', 'and', 'man', 'and')",18.676545571654344
493,"('will', 'like', 'to', 'thank')",18.672390750785354
494,"('a', 'special', 'case', 'of')",18.653015723347636
495,"('the', 'wave', '', 'can')",18.604022694281156
496,"('a', 'great', 'deal', 'of')",18.587032609507744
497,"('I', 'open', 'my', 'eyes')",18.576793835843496
498,"('x', 'square', 'a', 'y')",18.576619771632664
499,"('a', 'train', 'that', ""'s"")",18.535815590891197
500,"('the', 'moment', 'the', 'slip')",18.52433586197303
501,"('a', 'b', 'if', '=')",18.512208826078258
502,"('', 'do', 'not', 'think')",18.510757029337306
503,"('+', '5', '1', 'and')",18.504648333519654
504,"('go', 'back', 'to', 'class')",18.442230154825296
505,"('I', 'close', 'my', 'eyes')",18.43929031209356
506,"('compute', 'a', 'approximation', 'to')",18.412354078094793
507,"('head', 'in', 'you', 'head')",18.381492384695846
508,"('can', 'not', 'be', 'fool')",18.373710658336506
509,"('the', 'follow', 'two', 'procedure')",18.37080851155646
510,"(""'s"", 'go', 'to', 'believe')",18.35593030843107
511,"('watch', 'the', 'world', 'with')",18.347232142358827
512,"('on', 'the', 'other', 'hand')",18.338014292603553
513,"('integer', 'in', 'term', 'of')",18.327834277937036
514,"('a', 'initial', 'guess', 'of')",18.323998203673952
515,"('definition', 'of', 'the', 'Fibonacci')",18.313685584361913
516,"('can’t', 'you', 'see', 'that')",18.312621589155427
517,"('that', 'the', 'evaluation', 'rule')",18.29338899570125
518,"('to', 'stare', 'at', 'i')",18.272377342218455
519,"('I', 'don', '’t', 'think')",18.264655234509128
520,"('you', 'take', 'the', 'legend')",18.26332340444017
521,"('maybe', 'in', 'time', 'you')",18.25729661310865
522,"('you', 'baby', 'and', '')",18.245802934968985
523,"('', 'do', 'not', 'you')",18.208708366547917
524,"('go', 'no', 'place', 'to')",18.19464940139801
525,"('place', 'to', 'go', 'no')",18.19464940139801
526,"('to', 'go', 'no', 'place')",18.19464940139801
527,"('part', 'of', 'the', 'wave')",18.18861481870387
528,"('whether', 'or', 'not', 'to')",18.182009254887525
529,"('local', 'to', 'the', 'body')",18.15995722272084
530,"('+', 'x', 'square', 'a')",18.15131393689999
531,"('general', 'form', 'of', 'a')",18.149052944739964
532,"('on', 'the', 'way', 'child')",18.133940688854736
533,"('the', 'process', 'generate', 'by')",18.087931026078166
534,"('he', 'smil', 'at', 'i')",18.06009623684929
535,"('be', 'my', 'mind', 'tell')",18.048859319159526
536,"('between', '1', 'and', 'n')",18.036334644571575
537,"('Kelso', 'that', ""'s"", 'my')",18.0354573714301
538,"('make', 'it', 'easy', 'to')",18.02897865870466
539,"('the', 'function', 'y', 'x')",18.023934059538867
540,"('with', 'love', 'you', 'make')",17.99824876290797
541,"('of', 'the', 'great', 'white')",17.98295159209922
542,"('shall', 'be', 'address', 'to')",17.948319565966486
543,"('we', 'will', 'see', 'how')",17.932838287798624
544,"('f', 'must', 'have', 'a')",17.91205716483806
545,"('procedure', 'of', 'section', '1')",17.90651208387102
546,"('value', 'of', 'the', 'corresponding')",17.882635767094442
547,"(""'"", 'cause', 'I', 'have')",17.876596693172687
548,"('the', 'people', 'of', 'capua')",17.860624971029303
549,"('go', 'to', 'the', 'unfolding')",17.83031121467264
550,"('reign', 'go', 'to', 'the')",17.83031121467264
551,"('the', 'reign', 'go', 'to')",17.83031121467264
552,"('I', 'don', '’t', 'want')",17.825370188983605
553,"('but', 'I', 'couldn', '’t')",17.81982699859652
554,"('don', '’t', 'you', 'know')",17.813534885627398
555,"('a', 'clinic', 'trial', 'be')",17.80967800079059
556,"('to', 'change', 'amount', 'a')",17.800107494836894
557,"('don', '’t', 'want', 'to')",17.797313903852626
558,"('want', 'to', 'be', 'mine')",17.782146699385294
559,"('the', 'world', 'with', 'love')",17.762269641637666
560,"('it', 'easy', 'to', 'let')",17.74687999124393
561,"('you', 'will', 'sleep', 'in')",17.740963999399895
562,"('this', 'book', 'we', 'will')",17.72966797359455
563,"('evaluate', 'to', 'a', 'true')",17.72745893194407
564,"('everyone', 'in', 'the', 'world')",17.721236099249225
565,"('wasn', '’t', 'the', 'only')",17.71874904725609
566,"('into', 'the', 'sky', 'you')",17.706714099768256
567,"('a', 'b', 'if', '>')",17.6936556974158
568,"('b', 'if', '>', 'a')",17.6936556974158
569,"('if', '>', 'a', 'b')",17.6936556974158
570,"('again', 'how', 'do', 'you')",17.66745046387033
571,"('to', 'go', 'home', 'but')",17.659678387253415
572,"('of', 'Eden', 'and', 'there')",17.650725704836162
573,"('go', 'to', 'talk', 'about')",17.630748516204683
574,"('I', 'have', 'no', 'idea')",17.594757260842194
575,"('there', 'be', 'a', 'heaven')",17.580468472605062
576,"('tonay', 'there', 'be', 'a')",17.580468472605062
577,"('when', 'it', ""'s"", 'time')",17.552856293347396
578,"('a', 'sequence', 'of', 'expression')",17.549064759308727
579,"('what', '’s', 'go', 'on')",17.52926541921172
580,"('', 'do', 'not', 'see')",17.524406090849148
581,"('feel', 'when', 'there', 'be')",17.50675455236683
582,"('it', 'turn', 'out', 'that')",17.500834939735057
583,"('n', 'be', 'prime', 'if')",17.44394681110453
584,"('proportional', 'to', 'the', 'number')",17.432975717127256
585,"('fix', 'point', 'of', 'the')",17.409373532855177
586,"('out', 'of', 'control', 'it')",17.396060762737676
587,"('to', 'let', 'the', 'past')",17.39344735294062
588,"('that', 'I', 'hadn', '’t')",17.39110458420687
589,"('the', 'on', 'call', 'room')",17.376950477819932
590,"('there', 'be', 'a', 'train')",17.35807605126861
591,"('tell', 'everyone', 'in', 'the')",17.352002289583503
592,"('go', 'to', 'believe', 'this')",17.34551369248573
593,"('home', 'it', 'be', 'where')",17.329094026528857
594,"('for', 'a', 'long', 'time')",17.320347774383073
595,"('with', 'no', 'place', 'to')",17.290106560645917
596,"('when', 'we', 'describe', 'a')",17.28663527548138
597,"('we', '’re', 'not', 'go')",17.25684210385102
598,"('I', '’ll', 'tell', 'you')",17.255132012031055
599,"('say', 'well', 'that', '’s')",17.244013262242774
600,"('the', 'order', 'of', 'growth')",17.221036296396242
601,"('one', 'that', 'generate', 'a')",17.213887496003835
602,"('I', 'know', 'for', 'sure')",17.213729329675424
603,"('n', 'be', 'not', 'prime')",17.20873034941051
604,"('I', 'didn’t', 'want', 'to')",17.2070215197679
605,"('I', 'may', 'as', 'well')",17.19874277192107
606,"('’m', 'you', 'take', 'this')",17.181975407256893
607,"('the', 'general', 'form', 'of')",17.174134231963123
608,"('love', 'you', 'make', 'it')",17.129773045472724
609,"('you', 'arm', 'into', 'the')",17.1217515990471
610,"('express', 'the', 'idea', 'of')",17.095505414312377
611,"('the', 'square', 'root', 'of')",17.089716734122426
612,"('she', 'want', 'to', 'go')",17.086838391776908
613,"('the', 'problem', 'of', 'comput')",17.067890371669243
614,"('thing', 'you', 'do', '')",17.051607405463187
615,"('for', 'example', 'we', 'can')",17.021844462267474
616,"('will', 'be', 'proportional', 'to')",17.01175810368163
617,"('plus', 'the', 'number', 'of')",17.003582924871345
618,"('you', 'be', 'in', 'ruin')",16.97882477374751
619,"('easy', 'to', 'watch', 'the')",16.954243542531017
620,"('will', 'sleep', 'in', 'a')",16.915118972122897
621,"('let', 'the', 'past', 'be')",16.909165976438643
622,"('value', 'of', 'the', 'operand')",16.882635767094442
623,"('up', 'in', 'the', 'middle')",16.87786427807808
624,"('I', '', 'do', 'not')",16.85560268605667
625,"('the', 'line', 'hold', 'the')",16.83294128343495
626,"('you', '', 'can', 'not')",16.832534985363388
627,"('', 'do', 'not', 'have')",16.81849124264192
628,"('body', 'of', 'the', 'let')",16.794129559242393
629,"('at', 'the', 'beginning', 'of')",16.746497785368746
630,"('be', 'a', 'fix', 'point')",16.744441160664792
631,"('the', 'only', 'one', 'who')",16.735755472561777
632,"('around', 'the', 'edge', 'of')",16.730564430464923
633,"('I', 'try', 'to', 'sound')",16.717265364273807
634,"('return', 'of', 'the', 'great')",16.671007585784473
635,"('to', 'go', 'to', 'dry')",16.641395760404194
636,"('they', '', 'do', 'not')",16.638512576535675
637,"('by', 'means', 'of', 'a')",16.62138411429852
638,"('world', 'that', 'I', '’m')",16.617613114015555
639,"('space', 'and', 'number', 'of')",16.615358662379485
640,"('what', 'do', 'you', 'want')",16.581500851051715
641,"('from', 'the', 'corner', 'of')",16.573595084126538
642,"('to', 'a', 'true', 'value')",16.555143383076768
643,"('define', 'in', 'term', 'of')",16.532192776443225
644,"('of', 'a', 'function', 'f')",16.5247483312534
645,"('compute', 'the', 'sum', 'of')",16.501082584342164
646,"('in', 'front', 'of', 'i')",16.499361383975867
647,"('square', 'root', 'of', 'a')",16.479672946178113
648,"('’', 'a', 'lot', 'of')",16.473384399900688
649,"('of', 'lie', 'you', 'will')",16.466917476497628
650,"('be', 'star', 'at', 'i')",16.466167870829118
651,"('when', 'there', 'be', 'no')",16.458926027276213
652,"('of', 'the', 'wave', '')",16.458880793768735
653,"('approximation', 'to', 'the', 'square')",16.45880901611052
654,"('I', 'smil', 'at', 'he')",16.426374424208277
655,"('to', 'make', 'change', 'for')",16.423016186154967
656,"('to', 'a', 'modulo', 'n')",16.420191788707484
657,"('there', 'be', 'no', 'way')",16.414826931546294
658,"('I', 'didn', '’t', 'have')",16.40770109473757
659,"('if', 'it', 'generate', 'a')",16.394781448646846
660,"('just', 'like', 'you', 'all')",16.39379829630405
661,"('’m', 'not', 'go', 'to')",16.36965342268506
662,"('the', 'evaluation', 'rule', 'be')",16.368191488094823
663,"('past', 'be', 'do', 'you')",16.349527473790474
664,"('look', 'up', 'to', 'see')",16.342660629447657
665,"('’re', 'go', 'to', 'go')",16.30621156881456
666,"('that', 'n', 'be', 'prime')",16.299900441487836
667,"('not', 'go', 'to', 'talk')",16.276544018293563
668,"('and', 'it', 'turn', 'out')",16.275647499686045
669,"('the', 'Fermat', 'test', 'be')",16.266176530481445
670,"('gate', 'and', 'on', 'the')",16.24456155000714
671,"('I', 'wonder', 'if', 'he')",16.240407688262444
672,"('ll', 'want', 'to', 'be')",16.227557847707658
673,"('the', 'number', 'of', 'step')",16.222895953275824
674,"('a', 'procedure', 'that', 'compute')",16.21855467328099
675,"('to', 'watch', 'the', 'world')",16.210583295790812
676,"('we', 'be', 'lost', 'in')",16.17684337184366
677,"('it', '', 'do', 'not')",16.169720111502244
678,"('dream', 'of', 'other', 'and')",16.160136836752322
679,"(""'s"", 'method', 'as', 'a')",16.141737710247988
680,"('environment', 'in', 'which', 'the')",16.131827693496874
681,"('the', 'environment', 'in', 'which')",16.131827693496874
682,"('the', 'world', 'I', 'love')",16.068714579479476
683,"('world', 'I', 'love', 'the')",16.068714579479476
684,"('number', 'of', 'step', 'that')",16.059859130832976
685,"('to', 'find', 'a', 'place')",16.03887609257705
686,"('a', 'place', 'where', 'I')",16.025512450328044
687,"('I', 'don', '’t', 'have')",15.98742694709258
688,"('’re', 'not', 'go', 'to')",15.936694015408946
689,"('point', 'of', 'the', 'function')",15.928747691948764
690,"('with', 'the', 'aid', 'of')",15.911413080943476
691,"('I', '’m', 'go', 'to')",15.90660781954336
692,"('we', '', 'do', 'not')",15.89976697592418
693,"('the', 'way', 'child', 'and')",15.887563626974554
694,"('you', '’re', 'go', 'to')",15.87618745256301
695,"('as', 'far', 'as', 'I')",15.843840345716934
696,"('procedure', 'that', 'take', 'as')",15.827685118501698
697,"('average', 'of', 'x', 'and')",15.821720619076395
698,"('of', 'a', 'recursive', 'process')",15.804624044580372
699,"('and', '', 'do', 'not')",15.795347578537545
700,"('will', 'see', 'how', 'to')",15.782615200798865
701,"('you', '', 'do', 'not')",15.775748959271816
702,"('my', 'mind', 'I', 'have')",15.770559453679809
703,"('I', 'think', 'you', 'shall')",15.741722772334931
704,"('we', '’re', 'go', 'to')",15.737171063381588
705,"('body', 'of', 'the', 'procedure')",15.70590237623066
706,"('if', 'you', '', 'do')",15.689037326078477
707,"('be', 'a', 'good', 'idea')",15.678500555565591
708,"('write', 'a', 'procedure', 'that')",15.667943677350621
709,"('in', 'the', 'garden', 'of')",15.665909025215853
710,"('at', 'the', 'university', 'of')",15.646962111817828
711,"('in', 'which', 'case', 'the')",15.646400866326637
712,"(""'s"", 'home', 'it', 'be')",15.626561929426522
713,"('he', 'look', 'at', 'i')",15.614229345793795
714,"('of', 'a', 'drug', 'or')",15.612978443226453
715,"('I', 'see', 'that', 'day')",15.60587895404948
716,"('be', 'equal', 'to', '1')",15.598557262882402
717,"('procedure', 'in', 'term', 'of')",15.58814918241724
718,"('in', 'time', 'you', ""'"")",15.584242782762637
719,"('', 'will', 'not', 'you')",15.575215971899105
720,"('there', 'be', 'no', 'one')",15.561803207916512
721,"('and', 'I', 'couldn', '’t')",15.554482432075517
722,"('we', 'will', 'like', 'to')",15.553153162791894
723,"('such', 'a', 'way', 'that')",15.552338046803854
724,"('easy', 'to', 'let', 'the')",15.552145098959677
725,"('parameter', 'of', 'a', 'procedure')",15.528817995562449
726,"('as', 'long', 'as', 'I')",15.481270266332224
727,"('', 'can', 'not', 'be')",15.474051631959064
728,"('I', 'pause', 'for', 'a')",15.438736379234953
729,"('fall', 'you', 'see', 'the')",15.438183706179615
730,"('it', 'wasn', '’t', 'a')",15.408587248171877
731,"('in', 'such', 'a', 'way')",15.399682297821371
732,"('a', 'y', 'b', 'a')",15.398861281066267
733,"('of', 'way', 'to', 'change')",15.388785114694606
734,"('what', 'you', 'mean', 'I')",15.385809435234236
735,"('one', 'at', 'a', 'time')",15.362544108150061
736,"('to', 'the', 'square', 'root')",15.349184524936028
737,"('at', 'the', 'end', 'of')",15.34364969509781
738,"('over', 'I', 'be', 'try')",15.337681366438524
739,"('of', 'the', 'first', 'kind')",15.325511019758714
740,"('the', 'first', 'kind', 'of')",15.325511019758714
741,"('we', 'will', 'need', 'to')",15.324334472296009
742,"('want', 'to', 'ask', 'you')",15.31620161737306
743,"('in', 'you', 'head', 'they')",15.293181148807179
744,"('be', 'try', 'and', 'try')",15.283152869946349
745,"('it', 'be', 'where', 'she')",15.271543003966705
746,"('I', '’m', 'you', 'take')",15.252157168060549
747,"('and', 'number', 'of', 'step')",15.24970919006281
748,"('I', '', 'can', 'not')",15.249423699425819
749,"('can', 'not', 'stop', 'the')",15.230990553545901
750,"('you', 'see', 'the', 'product')",15.215791284843164
751,"('around', 'the', 'world', 'I')",15.188013507851814
752,"('this', 'promise', 'to', 'the')",15.162031550958702
753,"('as', 'a', 'procedure', 'define')",15.12534327199733
754,"('return', 'the', 'value', 'of')",15.105028188430886
755,"('be', 'a', 'train', 'that')",15.083243074116552
756,"('a', 'number', 'of', 'step')",15.082337448632721
757,"('I', 'wouldn', '’t', 'be')",15.050869577321599
758,"('control', 'it', 'be', 'not')",15.01924408360425
759,"('the', 'dream', 'of', 'other')",15.0178463825454
760,"('of', 'the', 'function', 'y')",14.985331220315118
761,"('procedure', 'that', 'compute', 'the')",14.980601554670365
762,"('on', 'the', 'edge', 'of')",14.973835581477303
763,"('like', 'to', 'thank', 'the')",14.965470797954275
764,"('didn’t', 'want', 'to', 'be')",14.957718263968736
765,"('whether', 'the', 'requirement', 'be')",14.949529475259816
766,"('the', 'interpreter', 'evaluate', 'the')",14.947284752237877
767,"('he', 'be', 'star', 'at')",14.942605914772095
768,"('I', ""'"", 'll', 'be')",14.938704112717886
769,"('number', 'of', 'way', 'to')",14.93767836070824
770,"('for', 'the', 'first', 'time')",14.930391562327387
771,"('a', 'procedure', 'that', 'take')",14.922313222057284
772,"('I', 'be', 'a', 'dork')",14.892775649479525
773,"('when', 'it', 'come', 'to')",14.889910363766496
774,"('one', ""'s"", 'go', 'to')",14.879674067152415
775,"('a', 'problem', 'you', 'can')",14.872862635551613
776,"('how', 'to', 'express', 'the')",14.8666867238165
777,"('you', 'be', 'my', 'child')",14.861842554062058
778,"('not', 'a', 'problem', 'you')",14.828787661209589
779,"('to', 'the', 'unfolding', 'I')",14.817175812483512
780,"('we', 'will', 'see', 'that')",14.803147211158986
781,"('we', 'can', 'use', 'it')",14.800583095873215
782,"('know', 'it', ""'s"", 'you')",14.79844154024191
783,"('I', 'have', 'change', 'my')",14.788706800390067
784,"('the', 'corner', 'of', 'my')",14.732638758702791
785,"('the', 'phone', 'and', 'he')",14.710104952846834
786,"('one', 'of', 'us', 'can')",14.702848435912287
787,"('the', 'average', 'of', 'x')",14.679430164869466
788,"('out', 'of', 'the', 'room')",14.66527297021321
789,"('so', 'that', 'they', 'can')",14.649954108528533
790,"('one', 'of', 'the', 'best')",14.639961881684023
791,"('the', 'edge', 'of', 'his')",14.626613466426015
792,"('in', 'the', 'middle', 'of')",14.625267040718512
793,"('I', 'just', 'want', 'to')",14.615004261512802
794,"('the', 'night', 'you', 'will')",14.602377439953521
795,"('a', 'let', 'expression', 'be')",14.574229426628698
796,"('the', 'last', 'time', 'I')",14.558898855448533
797,"('at', 'the', 'top', 'of')",14.550100572565228
798,"('the', 'past', 'be', 'do')",14.548763733736642
799,"('be', 'congruent', 'to', 'a')",14.542791269461183
800,"('sky', 'you', 'and', 'I')",14.511740148705414
801,"('you', 'head', 'in', 'you')",14.500806859434718
802,"('in', 'you', 'head', 'in')",14.499827765375507
803,"('than', 'I', 'will', 'have')",14.486843715200145
804,"('I', 'be', 'wonder', 'if')",14.465907076600445
805,"('wonder', 'if', 'I', 'be')",14.465907076600445
806,"('I', 'just', 'like', 'you')",14.436738818521007
807,"('know', 'I', 'know', 'for')",14.433750846549124
808,"('have', 'a', 'lot', 'of')",14.426676414704005
809,"('to', 'go', 'to', 'school')",14.387639168158408
810,"('on', 'the', 'fact', 'that')",14.370213316505243
811,"('know', 'I', 'know', 'it')",14.354842403566188
812,"('and', 'it', ""'s"", 'out')",14.347695288549701
813,"('be', 'associate', 'with', 'the')",14.326009779998628
814,"('I', 'walk', 'into', 'the')",14.32451550775668
815,"('place', 'to', 'go', 'to')",14.319467665516832
816,"('it', ""'s"", 'out', 'of')",14.287536305959506
817,"('have', 'be', 'change', 'my')",14.276369138757119
818,"('do', 'a', 'lot', 'of')",14.209337221093833
819,"('cause', 'I', 'have', 'be')",14.158478551408194
820,"('it', ""'s"", 'time', 'to')",14.102479832993879
821,"('be', 'you', 'all', 'right')",14.075767312352433
822,"('you', 'be', 'my', 'mind')",14.063476415231705
823,"('for', 'the', 'rest', 'of')",14.04384329448989
824,"('laughter', 'and', 'I', 'say')",14.027199741463036
825,"('in', 'a', 'bed', 'of')",13.985475909380135
826,"('’t', 'you', 'know', 'that')",13.964231781571819
827,"('that', 'I', 'be', 'aware')",13.963406736071256
828,"('be', 'base', 'on', 'the')",13.959588981728572
829,"('of', 'way', 'to', 'make')",13.957856242645867
830,"('I', 'know', 'it', ""'s"")",13.952295848470541
831,"('do', 'you', 'make', 'it')",13.952234859920537
832,"('you', 'head', 'they', 'be')",13.935676889462073
833,"('I', 'know', 'I', 'know')",13.922080481622011
834,"('I', 'think', 'it', '’s')",13.920681033594505
835,"('so', 'that', 'we', 'can')",13.911208507917038
836,"('of', 'a', 'give', 'number')",13.910021899765418
837,"('do', 'you', 'think', 'you')",13.825367777832952
838,"('the', 'number', 'of', 'way')",13.818471519614363
839,"('what', 'can', 'I', 'do')",13.807248077762132
840,"('’re', 'go', 'to', 'be')",13.780738504992478
841,"('out', 'of', 'the', 'way')",13.753180059362641
842,"('one', 'of', 'the', 'most')",13.74305537464813
843,"('the', 'test', 'value', 'be')",13.72821150929746
844,"('to', 'be', 'able', 'to')",13.646437413280893
845,"('the', 'software', 'shall', 'be')",13.635699370507922
846,"('and', 'I', '’m', 'go')",13.619836170069611
847,"('the', 'length', 'of', 'the')",13.60308997338744
848,"('the', 'let', 'expression', 'be')",13.59931071385185
849,"('I', 'can', 'hear', 'the')",13.594325465404161
850,"('the', 'sky', 'you', 'and')",13.557122100422951
851,"('be', 'lost', 'in', 'the')",13.515096020971257
852,"('in', 'front', 'of', 'the')",13.495984023773545
853,"(""'s"", 'you', 'you', 'say')",13.458918172033862
854,"('value', 'the', 'value', 'of')",13.451585949826963
855,"('say', 'I', 'want', 'to')",13.414135552862213
856,"('and', 'then', 'I', 'say')",13.365161017723239
857,"('to', 'get', 'out', 'of')",13.341291271714098
858,"('it', 'take', 'i', 'a')",13.310285174560072
859,"('a', 'bit', 'of', 'a')",13.304999885497537
860,"('be', 'proportional', 'to', 'the')",13.30483815085055
861,"('that', '’s', 'one', 'of')",13.25809045731792
862,"('the', 'primality', 'of', 'a')",13.25608059127692
863,"('the', 'rest', 'of', 'the')",13.229631577860005
864,"('the', 'first', 'time', 'I')",13.196328776063815
865,"('I', 'wasn', '’t', 'the')",13.193551691393246
866,"('be', 'independent', 'of', 'the')",13.138479764428432
867,"('will', 'need', 'to', 'be')",13.104867508073106
868,"('all', 'the', 'thing', 'you')",13.104116750945089
869,"('you', 'all', 'the', 'thing')",13.104116750945089
870,"('that', '’s', 'what', 'I')",13.079902895912568
871,"('the', 'other', 'hand', 'the')",13.074877658600293
872,"('next', 'to', 'i', 'I')",13.065665670522357
873,"('be', 'not', 'a', 'problem')",13.055266808526419
874,"('I', 'say', 'I', 'want')",13.027154338714347
875,"('I', 'be', 'wait', 'for')",13.021575270527563
876,"('it', 'be', 'possible', 'to')",12.997072702605621
877,"('the', 'notion', 'of', 'a')",12.993046185443127
878,"('the', 'body', 'of', 'the')",12.963679688643907
879,"('that', 'of', 'you', 'who')",12.933388365806195
880,"('the', 'one', 'part', 'the')",12.923958308865181
881,"('of', 'control', 'it', 'be')",12.918177157433838
882,"('can', 'be', 'use', 'as')",12.851634349308469
883,"('in', 'the', 'world', 'that')",12.840224135466315
884,"('take', 'n', 'to', 'be')",12.825777264993462
885,"('I', 'try', 'not', 'to')",12.803976997467139
886,"('it', 'be', 'hard', 'to')",12.799133324993711
887,"('then', 'I', 'say', 'I')",12.762451112519933
888,"('that', 'if', 'n', 'be')",12.74350709296344
889,"('in', 'term', 'of', 'the')",12.730449277410564
890,"('if', 'you', 'go', 'to')",12.724184359117956
891,"('I', 'be', 'a', 'tool')",12.722850648037209
892,"('when', 'I', 'get', 'to')",12.670552079931497
893,"('it', 'be', 'important', 'to')",12.625103925218667
894,"('to', 'refer', 'to', 'the')",12.619194525910217
895,"('I', 'have', 'be', 'change')",12.60958530539456
896,"('the', 'middle', 'of', 'the')",12.603089973387448
897,"('the', 'beginning', 'of', 'the')",12.60308997338744
898,"('as', 'if', 'he', 'be')",12.568457399623327
899,"('be', 'a', 'sequence', 'of')",12.560857454176492
900,"('do', 'not', 'have', 'a')",12.519766620151564
901,"('to', 'think', 'about', 'the')",12.517317610537454
902,"('the', 'value', 'of', 'x')",12.48541954490284
903,"('I', 'be', 'able', 'to')",12.452101277075414
904,"('which', 'be', 'the', 'value')",12.442809290435214
905,"('be', 'address', 'to', 'the')",12.430369032934408
906,"('get', 'out', 'of', 'the')",12.414729508562608
907,"('one', 'of', 'the', 'thing')",12.368659859866625
908,"('the', 'thing', 'you', 'do')",12.362926570917153
909,"('the', 'size', 'of', 'the')",12.355162459943863
910,"('that', 'I', '’m', 'you')",12.262996400422011
911,"('can', 'I', 'do', 'for')",12.236712647676256
912,"('like', 'you', 'all', 'the')",12.233399767890056
913,"('I', 'can', 'feel', 'the')",12.22711649121593
914,"('be', 'do', 'you', 'make')",12.199780354285792
915,"('we', 'can', 'use', 'the')",12.190810704310117
916,"('a', 'approximation', 'to', 'the')",12.174511464255453
917,"('be', 'go', 'to', 'get')",12.164067144543985
918,"('the', 'expectation', 'of', 'the')",12.143658354750144
919,"('you', 'know', 'that', 'you')",12.04702038028558
920,"('you', 'see', 'that', 'you')",12.036007387563167
921,"('one', 'of', 'the', 'other')",12.0303373267286
922,"('in', 'the', 'definition', 'of')",12.010557196603294
923,"('value', 'of', 'a', 'we')",12.001351297711608
924,"('go', 'to', 'go', 'to')",11.9842834739272
925,"('of', 'the', 'night', 'you')",11.977588958739176
926,"('the', 'remainder', 'of', 'a')",11.934152496389558
927,"('that', 'can', 'be', 'use')",11.92378413506431
928,"('it', ""'s"", 'you', 'you')",11.886768322497097
929,"('the', 'edge', 'of', 'the')",11.848202471223978
930,"('he', 'be', 'talk', 'to')",11.784653554995856
931,"('to', 'the', 'body', 'of')",11.77476423437546
932,"('if', 'n', 'be', 'a')",11.765985410763186
933,"('I', 'will', 'go', 'to')",11.751506261417653
934,"('the', 'value', 'of', 'the')",11.733919043728093
935,"('be', 'the', 'one', 'who')",11.698220455065979
936,"('’s', 'go', 'to', 'be')",11.665261287572541
937,"('as', 'the', 'value', 'of')",11.660013342562472
938,"('to', 'see', 'if', 'the')",11.65709113366875
939,"('’s', 'one', 'of', 'the')",11.627578157228193
940,"('the', 'end', 'of', 'you')",11.622493999916614
941,"('I', 'be', 'a', 'kid')",11.607373430617272
942,"('the', 'same', 'as', 'the')",11.606833244641862
943,"('be', 'equal', 'to', 'the')",11.567872556684343
944,"('the', 'end', 'of', 'the')",11.55869585402899
945,"('but', 'there', 'be', 'a')",11.510794944798242
946,"('this', 'be', 'a', 'good')",11.500665793788507
947,"('to', 'be', 'part', 'of')",11.480079026858768
948,"('and', 'on', 'the', 'way')",11.474487644028997
949,"('I', 'will', 'have', 'to')",11.364224428536197
950,"('the', 'behavior', 'of', 'the')",11.355162459943855
951,"('I', 'look', 'at', 'the')",11.34868903556243
952,"('can', 'be', 'use', 'to')",11.31294300251755
953,"('the', 'procedure', 'be', 'define')",11.297376837369889
954,"('the', 'world', 'that', 'I')",11.258091943587957
955,"('that', 'they', 'can', 'be')",11.218140151920693
956,"('you', 'know', 'that', 'I')",11.200874688514212
957,"('to', 'the', 'end', 'of')",11.163329522293111
958,"('it', 'be', 'a', 'very')",11.132892493481314
959,"('see', 'that', 'you', 'be')",11.092561533437689
960,"('the', 'side', 'of', 'the')",11.09212805411007
961,"('this', 'be', 'just', 'a')",11.07272446127903
962,"('the', 'sum', 'of', 'the')",11.070594892560429
963,"('I', 'say', 'I', 'do')",11.042261231104554
964,"('I', 'want', 'you', 'to')",11.03297705181619
965,"('it', 'be', 'just', 'a')",10.967985566805638
966,"('it', 'be', 'just', 'that')",10.945507249005885
967,"('and', 'over', 'I', 'be')",10.93602607908042
968,"('you', 'want', 'to', 'be')",10.935676889462073
969,"('the', 'operator', 'to', 'the')",10.923958308865188
970,"('be', 'part', 'of', 'the')",10.875445358594646
971,"('you', 'do', 'that', 'I')",10.81092817019821
972,"('I', 'do', 'for', 'you')",10.81020301560094
973,"('and', 'I', 'try', 'to')",10.76306905388693
974,"('I', 'be', 'go', 'to')",10.70925911657254
975,"('I', 'be', 'try', 'and')",10.693825176663793
976,"('know', 'that', 'you', 'be')",10.688537026881264
977,"('think', 'it', 'be', 'a')",10.665286943398314
978,"('I', 'can', 'see', 'the')",10.663930932890025
979,"('go', 'to', 'have', 'to')",10.597001641045736
980,"('on', 'one', 'of', 'the')",10.56130493780902
981,"('to', 'the', 'problem', 'of')",10.463562546081157
982,"('and', 'I', 'say', 'I')",10.429101838552747
